countrycode,year,test,idgrade,subject,nonprof_all,se_nonprof_all,nonprof_ma,se_nonprof_ma,nonprof_fe,se_nonprof_fe
USA,2015,TIMSS,4,science,4.6434879,0.46396503,4.711926,0.54822576,4.5769811,0.52436364
USA,2016,PIRLS,4,read,3.9059222,0.49997839,4.5872688,0.64423883,3.2123566,0.58164537
YEM,2003,TIMSS,4,math,85.263924,1.8807232,84.101448,2.4853797,87.032249,2.1040213
YEM,2003,TIMSS,4,science,80.34536,2.0805411,80.312088,2.5576053,80.395973,2.5660424
YEM,2007,TIMSS,4,math,93.671143,0.80121595,94.13443,0.93271583,93.079765,1.0484591
YEM,2007,TIMSS,4,science,92.199623,1.0533235,93.091461,1.2526989,91.061211,1.245864
YEM,2011,TIMSS,4,math,90.734612,1.0438788,91.072075,1.2305245,90.237213,1.4303855
YEM,2011,TIMSS,4,science,93.501053,0.93797034,94.173454,1.1151803,92.509972,1.1665729
YEM,2011,TIMSS,6,math,68.510002,2.1150005,69.323021,2.5376635,67.396538,2.5769465
YEM,2011,TIMSS,6,science,65.403458,2.1752787,67.63443,2.732419,62.348053,2.8266585
ZAF,2000,SACMEQ,6,read,66.099205,0.84182566,71.352867,1.1505955,61.351257,1.210945
ZAF,2006,PIRLS,5,read,77.796249,1.5598943,80.99263,1.5722252,74.821968,1.793015
ZAF,2007,SACMEQ,6,read,63.024189,0.50688428,67.607071,0.69924706,58.582058,0.72705996
ZAF,2011,PIRLS,5,read,43.303757,2.8226709,48.305756,3.4934118,38.056286,2.8443153
ZAF,2015,TIMSS,5,math,61.353401,1.393459,64.100838,1.6735952,58.367905,1.5606135
ZAF,2016,PIRLS,4,read,77.949295,1.5059417,83.785751,1.4696281,71.626122,1.7211434
ZAF,2016,PIRLS,5,read,48.924404,2.5146596,54.991867,2.6292465,42.983532,2.7196932
ZMB,2000,SACMEQ,6,read,82.757141,0.73941302,83.873177,1.0005949,81.572563,1.0931109
ZMB,2007,SACMEQ,6,read,87.565964,0.6133728,86.795685,0.88058209,88.376846,0.85202634
ZWE,2007,SACMEQ,6,read,57.897732,0.89842135,60.068321,1.3500617,56.220715,1.2021958
