countrycode,year,uis_ceage_1,se_prm_durs
KNA,2070,,
KNA,2075,,
KNA,2080,,
KNA,2085,,
KNA,2090,,
KNA,2095,,
KNA,2100,,
KOR,1990,,6
KOR,1991,,6
KOR,1992,,6
KOR,1993,,6
KOR,1994,,6
KOR,1995,,6
KOR,1996,,6
KOR,1997,6,6
KOR,1998,6,6
KOR,1999,6,6
KOR,2000,6,6
KOR,2001,6,6
KOR,2002,6,6
KOR,2003,6,6
KOR,2004,6,6
KOR,2005,6,6
KOR,2006,6,6
KOR,2007,6,6
KOR,2008,6,6
KOR,2009,6,6
KOR,2010,6,6
KOR,2011,6,6
KOR,2012,6,6
KOR,2013,6,6
KOR,2014,6,6
KOR,2015,6,6
KOR,2016,6,6
KOR,2017,6,6
KOR,2018,6,6
KOR,2019,6,6
KOR,2020,,6
KOR,2021,,6
KOR,2022,,6
KOR,2023,,
KOR,2024,,
KOR,2025,,
KOR,2026,,
KOR,2027,,
KOR,2028,,
KOR,2029,,
KOR,2030,,
KOR,2031,,
KOR,2032,,
KOR,2033,,
KOR,2034,,
KOR,2035,,
KOR,2036,,
KOR,2037,,
KOR,2038,,
KOR,2039,,
KOR,2040,,
KOR,2041,,
KOR,2042,,
KOR,2043,,
KOR,2044,,
KOR,2045,,
KOR,2046,,
KOR,2047,,
KOR,2048,,
KOR,2049,,
KOR,2050,,
KOR,2055,,
KOR,2060,,
KOR,2065,,
KOR,2070,,
KOR,2075,,
KOR,2080,,
KOR,2085,,
KOR,2090,,
KOR,2095,,
KOR,2100,,
KWT,1990,,4
KWT,1991,,4
KWT,1992,,4
KWT,1993,,4
KWT,1994,,4
KWT,1995,,4
KWT,1996,,4
KWT,1997,,4
KWT,1998,6,4
KWT,1999,6,4
KWT,2000,6,4
KWT,2001,6,4
KWT,2002,6,4
KWT,2003,6,4
KWT,2004,6,4
KWT,2005,6,5
KWT,2006,6,5
KWT,2007,6,5
KWT,2008,6,5
KWT,2009,6,5
KWT,2010,6,5
KWT,2011,6,5
KWT,2012,6,5
KWT,2013,6,5
KWT,2014,6,5
KWT,2015,6,5
KWT,2016,6,5
KWT,2017,6,5
KWT,2018,6,5
KWT,2019,6,5
KWT,2020,,5
KWT,2021,,5
KWT,2022,,5
KWT,2023,,
KWT,2024,,
KWT,2025,,
KWT,2026,,
KWT,2027,,
KWT,2028,,
KWT,2029,,
KWT,2030,,
KWT,2031,,
KWT,2032,,
KWT,2033,,
KWT,2034,,
KWT,2035,,
KWT,2036,,
KWT,2037,,
KWT,2038,,
KWT,2039,,
KWT,2040,,
KWT,2041,,
KWT,2042,,
KWT,2043,,
KWT,2044,,
KWT,2045,,
KWT,2046,,
KWT,2047,,
KWT,2048,,
KWT,2049,,
KWT,2050,,
KWT,2055,,
KWT,2060,,
KWT,2065,,
KWT,2070,,
KWT,2075,,
KWT,2080,,
KWT,2085,,
KWT,2090,,
KWT,2095,,
KWT,2100,,
LAO,1990,,5
LAO,1991,,5
LAO,1992,,5
LAO,1993,,5
LAO,1994,,5
LAO,1995,,5
LAO,1996,,5
LAO,1997,,5
LAO,1998,6,5
LAO,1999,6,5
LAO,2000,6,5
LAO,2001,6,5
LAO,2002,6,5
LAO,2003,6,5
LAO,2004,6,5
LAO,2005,6,5
LAO,2006,6,5
LAO,2007,6,5
LAO,2008,6,5
LAO,2009,6,5
LAO,2010,6,5
LAO,2011,6,5
LAO,2012,6,5
LAO,2013,6,5
LAO,2014,6,5
LAO,2015,6,5
LAO,2016,6,5
LAO,2017,6,5
LAO,2018,6,5
LAO,2019,6,5
LAO,2020,,5
LAO,2021,,5
LAO,2022,,5
LAO,2023,,
LAO,2024,,
LAO,2025,,
LAO,2026,,
LAO,2027,,
LAO,2028,,
LAO,2029,,
LAO,2030,,
LAO,2031,,
LAO,2032,,
LAO,2033,,
LAO,2034,,
LAO,2035,,
LAO,2036,,
LAO,2037,,
LAO,2038,,
LAO,2039,,
LAO,2040,,
LAO,2041,,
LAO,2042,,
LAO,2043,,
LAO,2044,,
LAO,2045,,
LAO,2046,,
LAO,2047,,
LAO,2048,,
LAO,2049,,
LAO,2050,,
LAO,2055,,
LAO,2060,,
LAO,2065,,
LAO,2070,,
LAO,2075,,
LAO,2080,,
LAO,2085,,
LAO,2090,,
LAO,2095,,
LAO,2100,,
LBN,1990,,5
LBN,1991,,5
LBN,1992,,5
LBN,1993,,5
LBN,1994,,5
LBN,1995,,5
LBN,1996,,5
LBN,1997,,5
LBN,1998,6,5
LBN,1999,6,5
LBN,2000,6,5
LBN,2001,6,6
LBN,2002,6,6
LBN,2003,6,6
LBN,2004,6,6
LBN,2005,6,6
LBN,2006,6,6
LBN,2007,6,6
LBN,2008,6,6
LBN,2009,6,6
LBN,2010,6,6
LBN,2011,6,6
LBN,2012,6,6
LBN,2013,6,6
LBN,2014,6,6
LBN,2015,6,6
LBN,2016,6,6
LBN,2017,6,6
LBN,2018,6,6
LBN,2019,6,6
LBN,2020,,6
LBN,2021,,6
LBN,2022,,6
LBN,2023,,
LBN,2024,,
LBN,2025,,
LBN,2026,,
LBN,2027,,
LBN,2028,,
LBN,2029,,
LBN,2030,,
LBN,2031,,
LBN,2032,,
LBN,2033,,
LBN,2034,,
LBN,2035,,
LBN,2036,,
LBN,2037,,
LBN,2038,,
LBN,2039,,
LBN,2040,,
LBN,2041,,
LBN,2042,,
LBN,2043,,
LBN,2044,,
LBN,2045,,
LBN,2046,,
LBN,2047,,
LBN,2048,,
LBN,2049,,
LBN,2050,,
LBN,2055,,
LBN,2060,,
LBN,2065,,
LBN,2070,,
LBN,2075,,
LBN,2080,,
LBN,2085,,
LBN,2090,,
LBN,2095,,
LBN,2100,,
LBR,1990,,6
LBR,1991,,6
LBR,1992,,6
LBR,1993,,6
LBR,1994,,6
LBR,1995,,6
LBR,1996,,6
LBR,1997,,6
LBR,1998,,6
LBR,1999,,6
LBR,2000,,6
LBR,2001,,6
LBR,2002,,6
LBR,2003,6,6
LBR,2004,6,6
LBR,2005,6,6
LBR,2006,6,6
LBR,2007,6,6
LBR,2008,6,6
LBR,2009,6,6
LBR,2010,6,6
LBR,2011,6,6
LBR,2012,6,6
LBR,2013,6,6
LBR,2014,6,6
LBR,2015,6,6
LBR,2016,6,6
LBR,2017,6,6
LBR,2018,6,6
LBR,2019,6,6
LBR,2020,,6
LBR,2021,,6
LBR,2022,,6
LBR,2023,,
LBR,2024,,
LBR,2025,,
LBR,2026,,
LBR,2027,,
LBR,2028,,
LBR,2029,,
LBR,2030,,
LBR,2031,,
LBR,2032,,
LBR,2033,,
LBR,2034,,
LBR,2035,,
LBR,2036,,
LBR,2037,,
LBR,2038,,
LBR,2039,,
LBR,2040,,
LBR,2041,,
LBR,2042,,
LBR,2043,,
LBR,2044,,
LBR,2045,,
LBR,2046,,
LBR,2047,,
LBR,2048,,
LBR,2049,,
LBR,2050,,
LBR,2055,,
LBR,2060,,
LBR,2065,,
LBR,2070,,
LBR,2075,,
LBR,2080,,
LBR,2085,,
LBR,2090,,
LBR,2095,,
LBR,2100,,
LBY,1990,,6
LBY,1991,,6
LBY,1992,,6
LBY,1993,,6
LBY,1994,,6
LBY,1995,,6
LBY,1996,,6
LBY,1997,,6
LBY,1998,6,6
LBY,1999,6,6
LBY,2000,6,6
LBY,2001,6,6
LBY,2002,6,6
LBY,2003,6,6
LBY,2004,6,6
LBY,2005,6,6
LBY,2006,6,6
LBY,2007,6,6
LBY,2008,6,6
LBY,2009,6,6
LBY,2010,6,6
LBY,2011,6,6
LBY,2012,6,6
LBY,2013,6,6
LBY,2014,6,6
LBY,2015,6,6
LBY,2016,6,6
LBY,2017,6,6
LBY,2018,6,6
LBY,2019,6,6
LBY,2020,,6
LBY,2021,,6
LBY,2022,,6
LBY,2023,,
LBY,2024,,
LBY,2025,,
LBY,2026,,
LBY,2027,,
LBY,2028,,
LBY,2029,,
LBY,2030,,
LBY,2031,,
LBY,2032,,
LBY,2033,,
LBY,2034,,
LBY,2035,,
LBY,2036,,
LBY,2037,,
LBY,2038,,
LBY,2039,,
LBY,2040,,
LBY,2041,,
LBY,2042,,
LBY,2043,,
LBY,2044,,
LBY,2045,,
LBY,2046,,
LBY,2047,,
LBY,2048,,
LBY,2049,,
LBY,2050,,
LBY,2055,,
LBY,2060,,
LBY,2065,,
LBY,2070,,
LBY,2075,,
LBY,2080,,
LBY,2085,,
LBY,2090,,
LBY,2095,,
LBY,2100,,
LCA,1990,,7
LCA,1991,,7
LCA,1992,,7
LCA,1993,,7
LCA,1994,,7
LCA,1995,,7
LCA,1996,,7
LCA,1997,,7
LCA,1998,5,7
LCA,1999,5,7
LCA,2000,5,7
LCA,2001,5,7
LCA,2002,5,7
LCA,2003,5,7
LCA,2004,5,7
LCA,2005,5,7
LCA,2006,5,7
LCA,2007,5,7
LCA,2008,5,7
LCA,2009,5,7
LCA,2010,5,7
LCA,2011,5,7
LCA,2012,5,7
LCA,2013,5,7
LCA,2014,5,7
LCA,2015,5,7
LCA,2016,5,7
LCA,2017,5,7
LCA,2018,5,7
LCA,2019,5,7
LCA,2020,,7
LCA,2021,,7
LCA,2022,,7
LCA,2023,,
LCA,2024,,
LCA,2025,,
LCA,2026,,
LCA,2027,,
LCA,2028,,
LCA,2029,,
LCA,2030,,
LCA,2031,,
LCA,2032,,
LCA,2033,,
LCA,2034,,
LCA,2035,,
LCA,2036,,
LCA,2037,,
LCA,2038,,
LCA,2039,,
LCA,2040,,
LCA,2041,,
LCA,2042,,
LCA,2043,,
LCA,2044,,
LCA,2045,,
LCA,2046,,
LCA,2047,,
LCA,2048,,
LCA,2049,,
LCA,2050,,
LCA,2055,,
LCA,2060,,
LCA,2065,,
LCA,2070,,
LCA,2075,,
LCA,2080,,
LCA,2085,,
LCA,2090,,
LCA,2095,,
LCA,2100,,
LIE,1990,,5
LIE,1991,,5
LIE,1992,,5
LIE,1993,,5
LIE,1994,,5
LIE,1995,,5
LIE,1996,,5
LIE,1997,,5
LIE,1998,6,5
LIE,1999,6,5
LIE,2000,6,5
LIE,2001,6,5
LIE,2002,6,5
LIE,2003,6,5
LIE,2004,6,5
LIE,2005,6,5
LIE,2006,6,5
LIE,2007,6,5
LIE,2008,6,5
LIE,2009,6,5
LIE,2010,6,5
LIE,2011,6,5
LIE,2012,6,5
LIE,2013,6,5
LIE,2014,6,5
LIE,2015,6,5
LIE,2016,6,5
LIE,2017,6,5
LIE,2018,6,5
LIE,2019,6,5
LIE,2020,,5
LIE,2021,,5
LIE,2022,,5
LIE,2023,,
LIE,2024,,
LIE,2025,,
LIE,2026,,
LIE,2027,,
LIE,2028,,
LIE,2029,,
LIE,2030,,
LIE,2031,,
LIE,2032,,
LIE,2033,,
LIE,2034,,
LIE,2035,,
LIE,2036,,
LIE,2037,,
LIE,2038,,
LIE,2039,,
LIE,2040,,
LIE,2041,,
LIE,2042,,
LIE,2043,,
LIE,2044,,
LIE,2045,,
LIE,2046,,
LIE,2047,,
LIE,2048,,
LIE,2049,,
LIE,2050,,
LIE,2055,,
LIE,2060,,
LIE,2065,,
LIE,2070,,
LIE,2075,,
LIE,2080,,
LIE,2085,,
LIE,2090,,
LIE,2095,,
LIE,2100,,
LKA,1990,,5
LKA,1991,,5
LKA,1992,,5
LKA,1993,,5
LKA,1994,,5
LKA,1995,,5
LKA,1996,,5
LKA,1997,,5
LKA,1998,5,5
LKA,1999,5,5
LKA,2000,5,5
LKA,2001,5,5
LKA,2002,5,5
LKA,2003,5,5
LKA,2004,5,5
LKA,2005,5,5
LKA,2006,5,5
LKA,2007,5,5
LKA,2008,5,5
LKA,2009,5,5
LKA,2010,5,5
LKA,2011,5,5
LKA,2012,5,5
LKA,2013,5,5
LKA,2014,5,5
LKA,2015,5,5
LKA,2016,5,5
LKA,2017,5,5
LKA,2018,5,5
LKA,2019,5,5
LKA,2020,,5
LKA,2021,,5
LKA,2022,,5
LKA,2023,,
LKA,2024,,
LKA,2025,,
LKA,2026,,
LKA,2027,,
LKA,2028,,
LKA,2029,,
LKA,2030,,
LKA,2031,,
LKA,2032,,
LKA,2033,,
LKA,2034,,
LKA,2035,,
LKA,2036,,
LKA,2037,,
LKA,2038,,
LKA,2039,,
LKA,2040,,
LKA,2041,,
LKA,2042,,
LKA,2043,,
LKA,2044,,
LKA,2045,,
LKA,2046,,
LKA,2047,,
LKA,2048,,
LKA,2049,,
LKA,2050,,
LKA,2055,,
LKA,2060,,
LKA,2065,,
LKA,2070,,
LKA,2075,,
LKA,2080,,
LKA,2085,,
LKA,2090,,
LKA,2095,,
LKA,2100,,
LNX,1990,,
LNX,1991,,
LNX,1992,,
LNX,1993,,
LNX,1994,,
LNX,1995,,
LNX,1996,,
LNX,1997,,
LNX,1998,,
LNX,1999,,
LNX,2000,,
LNX,2001,,
LNX,2002,,
LNX,2003,,
LNX,2004,,
LNX,2005,,
LNX,2006,,
LNX,2007,,
LNX,2008,,
LNX,2009,,
LNX,2010,,
LNX,2011,,
LNX,2012,,
LNX,2013,,
LNX,2014,,
LNX,2015,,
LNX,2016,,
LNX,2017,,
LNX,2018,,
LNX,2019,,
LNX,2020,,
LNX,2021,,
LNX,2022,,
LNX,2023,,
LNX,2024,,
LNX,2025,,
LNX,2026,,
LNX,2027,,
LNX,2028,,
LNX,2029,,
LNX,2030,,
LNX,2031,,
LNX,2032,,
LNX,2033,,
LNX,2034,,
LNX,2035,,
LNX,2036,,
LNX,2037,,
LNX,2038,,
LNX,2039,,
LNX,2040,,
LNX,2041,,
LNX,2042,,
LNX,2043,,
LNX,2044,,
LNX,2045,,
LNX,2046,,
LNX,2047,,
LNX,2048,,
LNX,2049,,
LNX,2050,,
LNX,2055,,
LNX,2060,,
LNX,2065,,
LNX,2070,,
LNX,2075,,
LNX,2080,,
LNX,2085,,
LNX,2090,,
LNX,2095,,
LNX,2100,,
LSO,1990,,7
LSO,1991,,7
LSO,1992,,7
LSO,1993,,7
LSO,1994,,7
LSO,1995,,7
LSO,1996,,7
LSO,1997,,7
LSO,1998,,7
LSO,1999,,7
LSO,2000,,7
LSO,2001,,7
LSO,2002,,7
LSO,2003,,7
LSO,2004,,7
LSO,2005,,7
LSO,2006,,7
LSO,2007,,7
LSO,2008,,7
LSO,2009,,7
LSO,2010,6,7
LSO,2011,6,7
LSO,2012,6,7
LSO,2013,6,7
LSO,2014,6,7
LSO,2015,6,7
LSO,2016,6,7
LSO,2017,6,7
LSO,2018,6,7
LSO,2019,6,7
LSO,2020,,7
LSO,2021,,7
LSO,2022,,7
LSO,2023,,
LSO,2024,,
LSO,2025,,
LSO,2026,,
LSO,2027,,
LSO,2028,,
LSO,2029,,
LSO,2030,,
LSO,2031,,
LSO,2032,,
LSO,2033,,
LSO,2034,,
LSO,2035,,
LSO,2036,,
LSO,2037,,
LSO,2038,,
LSO,2039,,
LSO,2040,,
LSO,2041,,
LSO,2042,,
LSO,2043,,
LSO,2044,,
LSO,2045,,
LSO,2046,,
LSO,2047,,
LSO,2048,,
LSO,2049,,
LSO,2050,,
LSO,2055,,
LSO,2060,,
LSO,2065,,
LSO,2070,,
LSO,2075,,
LSO,2080,,
LSO,2085,,
LSO,2090,,
LSO,2095,,
LSO,2100,,
LTU,1990,,4
LTU,1991,,4
LTU,1992,,4
LTU,1993,,4
LTU,1994,,4
LTU,1995,,4
LTU,1996,,4
LTU,1997,,4
LTU,1998,7,4
LTU,1999,7,4
LTU,2000,7,4
LTU,2001,7,4
LTU,2002,7,4
LTU,2003,7,4
LTU,2004,7,4
LTU,2005,7,4
LTU,2006,7,4
LTU,2007,7,4
LTU,2008,7,4
LTU,2009,7,4
LTU,2010,7,4
LTU,2011,7,4
LTU,2012,7,4
LTU,2013,7,4
LTU,2014,7,4
LTU,2015,7,4
LTU,2016,7,4
LTU,2017,7,4
LTU,2018,7,4
LTU,2019,7,4
LTU,2020,7,4
LTU,2021,,4
LTU,2022,,4
LTU,2023,,
LTU,2024,,
LTU,2025,,
LTU,2026,,
LTU,2027,,
LTU,2028,,
LTU,2029,,
LTU,2030,,
LTU,2031,,
LTU,2032,,
LTU,2033,,
LTU,2034,,
LTU,2035,,
LTU,2036,,
LTU,2037,,
LTU,2038,,
LTU,2039,,
LTU,2040,,
LTU,2041,,
LTU,2042,,
LTU,2043,,
LTU,2044,,
LTU,2045,,
LTU,2046,,
LTU,2047,,
LTU,2048,,
LTU,2049,,
LTU,2050,,
LTU,2055,,
LTU,2060,,
LTU,2065,,
LTU,2070,,
LTU,2075,,
LTU,2080,,
LTU,2085,,
LTU,2090,,
LTU,2095,,
LTU,2100,,
LUX,1990,,6
LUX,1991,,6
LUX,1992,,6
LUX,1993,,6
LUX,1994,,6
LUX,1995,,6
LUX,1996,,6
LUX,1997,,6
LUX,1998,4,6
LUX,1999,4,6
LUX,2000,4,6
LUX,2001,4,6
LUX,2002,4,6
LUX,2003,4,6
LUX,2004,4,6
LUX,2005,4,6
LUX,2006,4,6
LUX,2007,4,6
LUX,2008,4,6
LUX,2009,4,6
LUX,2010,4,6
LUX,2011,4,6
LUX,2012,4,6
LUX,2013,4,6
LUX,2014,4,6
LUX,2015,4,6
LUX,2016,4,6
LUX,2017,4,6
LUX,2018,4,6
LUX,2019,4,6
LUX,2020,4,6
LUX,2021,,6
LUX,2022,,6
LUX,2023,,
LUX,2024,,
LUX,2025,,
LUX,2026,,
LUX,2027,,
LUX,2028,,
LUX,2029,,
LUX,2030,,
LUX,2031,,
LUX,2032,,
LUX,2033,,
LUX,2034,,
LUX,2035,,
LUX,2036,,
LUX,2037,,
LUX,2038,,
LUX,2039,,
LUX,2040,,
LUX,2041,,
LUX,2042,,
LUX,2043,,
LUX,2044,,
LUX,2045,,
LUX,2046,,
LUX,2047,,
LUX,2048,,
LUX,2049,,
LUX,2050,,
LUX,2055,,
LUX,2060,,
LUX,2065,,
LUX,2070,,
LUX,2075,,
LUX,2080,,
LUX,2085,,
LUX,2090,,
LUX,2095,,
LUX,2100,,
LVA,1990,,4
LVA,1991,,4
LVA,1992,,4
LVA,1993,,4
LVA,1994,,4
LVA,1995,,4
LVA,1996,,4
LVA,1997,,4
LVA,1998,5,4
LVA,1999,5,4
LVA,2000,5,4
LVA,2001,5,4
LVA,2002,5,4
LVA,2003,5,4
LVA,2004,5,4
LVA,2005,5,4
LVA,2006,5,4
LVA,2007,5,6
LVA,2008,5,6
LVA,2009,5,6
LVA,2010,5,6
LVA,2011,5,6
LVA,2012,5,6
LVA,2013,5,6
LVA,2014,5,6
LVA,2015,5,6
LVA,2016,5,6
LVA,2017,5,6
LVA,2018,5,6
LVA,2019,5,6
LVA,2020,5,6
LVA,2021,,6
LVA,2022,,6
LVA,2023,,
LVA,2024,,
LVA,2025,,
LVA,2026,,
LVA,2027,,
LVA,2028,,
LVA,2029,,
LVA,2030,,
LVA,2031,,
LVA,2032,,
LVA,2033,,
LVA,2034,,
LVA,2035,,
LVA,2036,,
LVA,2037,,
LVA,2038,,
LVA,2039,,
LVA,2040,,
LVA,2041,,
LVA,2042,,
LVA,2043,,
LVA,2044,,
LVA,2045,,
LVA,2046,,
LVA,2047,,
LVA,2048,,
LVA,2049,,
LVA,2050,,
LVA,2055,,
LVA,2060,,
LVA,2065,,
LVA,2070,,
LVA,2075,,
LVA,2080,,
LVA,2085,,
LVA,2090,,
LVA,2095,,
LVA,2100,,
MAC,1990,,6
MAC,1991,,6
MAC,1992,,6
MAC,1993,,6
MAC,1994,,6
MAC,1995,,6
MAC,1996,,6
MAC,1997,,6
MAC,1998,5,6
MAC,1999,5,6
MAC,2000,5,6
MAC,2001,5,6
MAC,2002,5,6
MAC,2003,5,6
MAC,2004,5,6
MAC,2005,5,6
MAC,2006,5,6
MAC,2007,5,6
MAC,2008,5,6
MAC,2009,5,6
MAC,2010,5,6
MAC,2011,5,6
MAC,2012,5,6
MAC,2013,5,6
MAC,2014,5,6
MAC,2015,5,6
MAC,2016,5,6
MAC,2017,5,6
MAC,2018,5,6
MAC,2019,5,6
MAC,2020,,6
MAC,2021,,6
MAC,2022,,6
MAC,2023,,
MAC,2024,,
MAC,2025,,
MAC,2026,,
MAC,2027,,
MAC,2028,,
MAC,2029,,
MAC,2030,,
MAC,2031,,
MAC,2032,,
MAC,2033,,
MAC,2034,,
MAC,2035,,
MAC,2036,,
MAC,2037,,
MAC,2038,,
MAC,2039,,
MAC,2040,,
MAC,2041,,
MAC,2042,,
MAC,2043,,
MAC,2044,,
MAC,2045,,
MAC,2046,,
MAC,2047,,
MAC,2048,,
MAC,2049,,
MAC,2050,,
MAC,2055,,
MAC,2060,,
MAC,2065,,
MAC,2070,,
MAC,2075,,
MAC,2080,,
MAC,2085,,
MAC,2090,,
MAC,2095,,
MAC,2100,,
MAF,1990,,
MAF,1991,,
MAF,1992,,
MAF,1993,,
MAF,1994,,
MAF,1995,,
MAF,1996,,
MAF,1997,,
MAF,1998,,
MAF,1999,,
MAF,2000,,
MAF,2001,,
MAF,2002,,
MAF,2003,,
MAF,2004,,
MAF,2005,,
MAF,2006,,
MAF,2007,,
MAF,2008,,
MAF,2009,,
MAF,2010,,
MAF,2011,,
MAF,2012,,
MAF,2013,,
MAF,2014,,
MAF,2015,,
MAF,2016,,
MAF,2017,,
MAF,2018,,
MAF,2019,,
MAF,2020,,
MAF,2021,,
MAF,2022,,
MAF,2023,,
MAF,2024,,
MAF,2025,,
MAF,2026,,
MAF,2027,,
MAF,2028,,
MAF,2029,,
MAF,2030,,
MAF,2031,,
MAF,2032,,
MAF,2033,,
MAF,2034,,
MAF,2035,,
MAF,2036,,
MAF,2037,,
MAF,2038,,
MAF,2039,,
MAF,2040,,
MAF,2041,,
MAF,2042,,
MAF,2043,,
MAF,2044,,
MAF,2045,,
MAF,2046,,
MAF,2047,,
MAF,2048,,
MAF,2049,,
MAF,2050,,
MAF,2055,,
MAF,2060,,
MAF,2065,,
MAF,2070,,
MAF,2075,,
MAF,2080,,
MAF,2085,,
MAF,2090,,
MAF,2095,,
MAF,2100,,
MAR,1990,,5
MAR,1991,,6
MAR,1992,,6
MAR,1993,,6
MAR,1994,,6
MAR,1995,,6
MAR,1996,,6
MAR,1997,,6
MAR,1998,7,6
MAR,1999,7,6
MAR,2000,6,6
MAR,2001,6,6
MAR,2002,6,6
MAR,2003,6,6
MAR,2004,6,6
MAR,2005,6,6
MAR,2006,6,6
MAR,2007,6,6
MAR,2008,6,6
MAR,2009,6,6
MAR,2010,6,6
MAR,2011,6,6
MAR,2012,6,6
MAR,2013,6,6
MAR,2014,6,6
MAR,2015,6,6
MAR,2016,6,6
MAR,2017,6,6
MAR,2018,6,6
MAR,2019,6,6
MAR,2020,,6
MAR,2021,,6
MAR,2022,,6
MAR,2023,,
MAR,2024,,
MAR,2025,,
MAR,2026,,
MAR,2027,,
MAR,2028,,
MAR,2029,,
MAR,2030,,
MAR,2031,,
MAR,2032,,
MAR,2033,,
MAR,2034,,
MAR,2035,,
MAR,2036,,
MAR,2037,,
MAR,2038,,
MAR,2039,,
MAR,2040,,
MAR,2041,,
MAR,2042,,
MAR,2043,,
MAR,2044,,
MAR,2045,,
MAR,2046,,
MAR,2047,,
MAR,2048,,
MAR,2049,,
MAR,2050,,
MAR,2055,,
MAR,2060,,
MAR,2065,,
MAR,2070,,
MAR,2075,,
MAR,2080,,
MAR,2085,,
MAR,2090,,
MAR,2095,,
MAR,2100,,
MCO,1990,,5
MCO,1991,,5
MCO,1992,,5
MCO,1993,,5
MCO,1994,,5
MCO,1995,,5
MCO,1996,,5
MCO,1997,,5
MCO,1998,,5
MCO,1999,,5
MCO,2000,,5
MCO,2001,,5
MCO,2002,,5
MCO,2003,,5
MCO,2004,,5
MCO,2005,,5
MCO,2006,,5
MCO,2007,6,5
MCO,2008,6,5
MCO,2009,6,5
MCO,2010,6,5
MCO,2011,6,5
MCO,2012,6,5
MCO,2013,6,5
MCO,2014,6,5
MCO,2015,6,5
MCO,2016,6,5
MCO,2017,6,5
MCO,2018,6,5
MCO,2019,6,5
MCO,2020,6,5
MCO,2021,,5
MCO,2022,,5
MCO,2023,,
MCO,2024,,
MCO,2025,,
MCO,2026,,
MCO,2027,,
MCO,2028,,
MCO,2029,,
MCO,2030,,
MCO,2031,,
MCO,2032,,
MCO,2033,,
MCO,2034,,
MCO,2035,,
MCO,2036,,
MCO,2037,,
MCO,2038,,
MCO,2039,,
MCO,2040,,
MCO,2041,,
MCO,2042,,
MCO,2043,,
MCO,2044,,
MCO,2045,,
MCO,2046,,
MCO,2047,,
MCO,2048,,
MCO,2049,,
MCO,2050,,
MCO,2055,,
MCO,2060,,
MCO,2065,,
MCO,2070,,
MCO,2075,,
MCO,2080,,
MCO,2085,,
MCO,2090,,
MCO,2095,,
MCO,2100,,
MDA,1990,,4
MDA,1991,,4
MDA,1992,,4
MDA,1993,,4
MDA,1994,,4
MDA,1995,,4
MDA,1996,,4
MDA,1997,,4
MDA,1998,7,4
MDA,1999,7,4
MDA,2000,7,4
MDA,2001,7,4
MDA,2002,7,4
MDA,2003,7,4
MDA,2004,7,4
MDA,2005,7,4
MDA,2006,7,4
MDA,2007,7,4
MDA,2008,7,4
MDA,2009,7,4
MDA,2010,7,4
MDA,2011,7,4
MDA,2012,7,4
MDA,2013,7,4
MDA,2014,7,4
MDA,2015,7,4
MDA,2016,7,4
MDA,2017,7,4
MDA,2018,7,4
MDA,2019,7,4
MDA,2020,,4
MDA,2021,,4
MDA,2022,,4
MDA,2023,,
MDA,2024,,
MDA,2025,,
MDA,2026,,
MDA,2027,,
MDA,2028,,
MDA,2029,,
MDA,2030,,
MDA,2031,,
MDA,2032,,
MDA,2033,,
MDA,2034,,
MDA,2035,,
MDA,2036,,
MDA,2037,,
MDA,2038,,
MDA,2039,,
MDA,2040,,
MDA,2041,,
MDA,2042,,
MDA,2043,,
MDA,2044,,
MDA,2045,,
MDA,2046,,
MDA,2047,,
MDA,2048,,
MDA,2049,,
MDA,2050,,
MDA,2055,,
MDA,2060,,
MDA,2065,,
MDA,2070,,
MDA,2075,,
MDA,2080,,
MDA,2085,,
MDA,2090,,
MDA,2095,,
MDA,2100,,
MDG,1990,,5
MDG,1991,,5
MDG,1992,,5
MDG,1993,,5
MDG,1994,,5
MDG,1995,,5
MDG,1996,,5
MDG,1997,,5
MDG,1998,6,5
MDG,1999,6,5
MDG,2000,6,5
MDG,2001,6,5
MDG,2002,6,5
MDG,2003,6,5
MDG,2004,6,5
MDG,2005,6,5
MDG,2006,6,5
MDG,2007,6,5
MDG,2008,6,5
MDG,2009,6,5
MDG,2010,6,5
MDG,2011,6,5
MDG,2012,6,5
MDG,2013,6,5
MDG,2014,6,5
MDG,2015,6,5
MDG,2016,6,5
MDG,2017,6,5
MDG,2018,6,5
MDG,2019,6,5
MDG,2020,,5
MDG,2021,,5
MDG,2022,,5
MDG,2023,,
MDG,2024,,
MDG,2025,,
MDG,2026,,
MDG,2027,,
MDG,2028,,
MDG,2029,,
MDG,2030,,
MDG,2031,,
MDG,2032,,
MDG,2033,,
MDG,2034,,
MDG,2035,,
MDG,2036,,
MDG,2037,,
MDG,2038,,
MDG,2039,,
MDG,2040,,
MDG,2041,,
MDG,2042,,
MDG,2043,,
MDG,2044,,
MDG,2045,,
MDG,2046,,
MDG,2047,,
MDG,2048,,
MDG,2049,,
MDG,2050,,
MDG,2055,,
MDG,2060,,
MDG,2065,,
MDG,2070,,
MDG,2075,,
MDG,2080,,
MDG,2085,,
MDG,2090,,
MDG,2095,,
MDG,2100,,
MDV,1990,,5
MDV,1991,,5
MDV,1992,,5
MDV,1993,,5
MDV,1994,,5
MDV,1995,,5
MDV,1996,,5
MDV,1997,,5
MDV,1998,6,7
MDV,1999,6,7
MDV,2000,6,7
MDV,2001,6,7
MDV,2002,6,7
MDV,2003,6,7
MDV,2004,6,7
