countrycode,year,uis_ceage_1,se_prm_durs
BGR,2016,5,4
BGR,2017,5,4
BGR,2018,5,4
BGR,2019,5,4
BGR,2020,,4
BGR,2021,,4
BGR,2022,,4
BGR,2023,,
BGR,2024,,
BGR,2025,,
BGR,2026,,
BGR,2027,,
BGR,2028,,
BGR,2029,,
BGR,2030,,
BGR,2031,,
BGR,2032,,
BGR,2033,,
BGR,2034,,
BGR,2035,,
BGR,2036,,
BGR,2037,,
BGR,2038,,
BGR,2039,,
BGR,2040,,
BGR,2041,,
BGR,2042,,
BGR,2043,,
BGR,2044,,
BGR,2045,,
BGR,2046,,
BGR,2047,,
BGR,2048,,
BGR,2049,,
BGR,2050,,
BGR,2055,,
BGR,2060,,
BGR,2065,,
BGR,2070,,
BGR,2075,,
BGR,2080,,
BGR,2085,,
BGR,2090,,
BGR,2095,,
BGR,2100,,
BHR,1990,,6
BHR,1991,,6
BHR,1992,,6
BHR,1993,,6
BHR,1994,,6
BHR,1995,,6
BHR,1996,,6
BHR,1997,,6
BHR,1998,,6
BHR,1999,,6
BHR,2000,,6
BHR,2001,,6
BHR,2002,,6
BHR,2003,,6
BHR,2004,6,6
BHR,2005,6,6
BHR,2006,6,6
BHR,2007,6,6
BHR,2008,6,6
BHR,2009,6,6
BHR,2010,6,6
BHR,2011,6,6
BHR,2012,6,6
BHR,2013,6,6
BHR,2014,6,6
BHR,2015,6,6
BHR,2016,6,6
BHR,2017,6,6
BHR,2018,6,6
BHR,2019,6,6
BHR,2020,,6
BHR,2021,,6
BHR,2022,,6
BHR,2023,,
BHR,2024,,
BHR,2025,,
BHR,2026,,
BHR,2027,,
BHR,2028,,
BHR,2029,,
BHR,2030,,
BHR,2031,,
BHR,2032,,
BHR,2033,,
BHR,2034,,
BHR,2035,,
BHR,2036,,
BHR,2037,,
BHR,2038,,
BHR,2039,,
BHR,2040,,
BHR,2041,,
BHR,2042,,
BHR,2043,,
BHR,2044,,
BHR,2045,,
BHR,2046,,
BHR,2047,,
BHR,2048,,
BHR,2049,,
BHR,2050,,
BHR,2055,,
BHR,2060,,
BHR,2065,,
BHR,2070,,
BHR,2075,,
BHR,2080,,
BHR,2085,,
BHR,2090,,
BHR,2095,,
BHR,2100,,
BHS,1990,,6
BHS,1991,,6
BHS,1992,,6
BHS,1993,,6
BHS,1994,,6
BHS,1995,,6
BHS,1996,,6
BHS,1997,,6
BHS,1998,5,6
BHS,1999,5,6
BHS,2000,5,6
BHS,2001,5,6
BHS,2002,5,6
BHS,2003,5,6
BHS,2004,5,6
BHS,2005,5,6
BHS,2006,5,6
BHS,2007,5,6
BHS,2008,5,6
BHS,2009,5,6
BHS,2010,5,6
BHS,2011,5,6
BHS,2012,5,6
BHS,2013,5,6
BHS,2014,5,6
BHS,2015,5,6
BHS,2016,5,6
BHS,2017,5,6
BHS,2018,5,6
BHS,2019,5,6
BHS,2020,,6
BHS,2021,,6
BHS,2022,,6
BHS,2023,,
BHS,2024,,
BHS,2025,,
BHS,2026,,
BHS,2027,,
BHS,2028,,
BHS,2029,,
BHS,2030,,
BHS,2031,,
BHS,2032,,
BHS,2033,,
BHS,2034,,
BHS,2035,,
BHS,2036,,
BHS,2037,,
BHS,2038,,
BHS,2039,,
BHS,2040,,
BHS,2041,,
BHS,2042,,
BHS,2043,,
BHS,2044,,
BHS,2045,,
BHS,2046,,
BHS,2047,,
BHS,2048,,
BHS,2049,,
BHS,2050,,
BHS,2055,,
BHS,2060,,
BHS,2065,,
BHS,2070,,
BHS,2075,,
BHS,2080,,
BHS,2085,,
BHS,2090,,
BHS,2095,,
BHS,2100,,
BIH,1990,,4
BIH,1991,,4
BIH,1992,,4
BIH,1993,,4
BIH,1994,,4
BIH,1995,,4
BIH,1996,,4
BIH,1997,,4
BIH,1998,6,4
BIH,1999,6,4
BIH,2000,6,4
BIH,2001,6,4
BIH,2002,6,4
BIH,2003,6,4
BIH,2004,6,4
BIH,2005,6,4
BIH,2006,6,4
BIH,2007,6,4
BIH,2008,6,4
BIH,2009,6,4
BIH,2010,6,5
BIH,2011,6,5
BIH,2012,6,5
BIH,2013,6,5
BIH,2014,6,5
BIH,2015,6,5
BIH,2016,6,5
BIH,2017,6,5
BIH,2018,6,5
BIH,2019,6,5
BIH,2020,,5
BIH,2021,,5
BIH,2022,,5
BIH,2023,,
BIH,2024,,
BIH,2025,,
BIH,2026,,
BIH,2027,,
BIH,2028,,
BIH,2029,,
BIH,2030,,
BIH,2031,,
BIH,2032,,
BIH,2033,,
BIH,2034,,
BIH,2035,,
BIH,2036,,
BIH,2037,,
BIH,2038,,
BIH,2039,,
BIH,2040,,
BIH,2041,,
BIH,2042,,
BIH,2043,,
BIH,2044,,
BIH,2045,,
BIH,2046,,
BIH,2047,,
BIH,2048,,
BIH,2049,,
BIH,2050,,
BIH,2055,,
BIH,2060,,
BIH,2065,,
BIH,2070,,
BIH,2075,,
BIH,2080,,
BIH,2085,,
BIH,2090,,
BIH,2095,,
BIH,2100,,
BLR,1990,,6
BLR,1991,,4
BLR,1992,,4
BLR,1993,,4
BLR,1994,,4
BLR,1995,,4
BLR,1996,,4
BLR,1997,,4
BLR,1998,6,4
BLR,1999,6,4
BLR,2000,6,4
BLR,2001,6,4
BLR,2002,6,4
BLR,2003,6,4
BLR,2004,6,4
BLR,2005,6,4
BLR,2006,6,4
BLR,2007,6,4
BLR,2008,6,4
BLR,2009,6,4
BLR,2010,6,4
BLR,2011,6,4
BLR,2012,6,4
BLR,2013,6,4
BLR,2014,6,4
BLR,2015,6,4
BLR,2016,6,4
BLR,2017,6,4
BLR,2018,6,4
BLR,2019,6,4
BLR,2020,,4
BLR,2021,,4
BLR,2022,,4
BLR,2023,,
BLR,2024,,
BLR,2025,,
BLR,2026,,
BLR,2027,,
BLR,2028,,
BLR,2029,,
BLR,2030,,
BLR,2031,,
BLR,2032,,
BLR,2033,,
BLR,2034,,
BLR,2035,,
BLR,2036,,
BLR,2037,,
BLR,2038,,
BLR,2039,,
BLR,2040,,
BLR,2041,,
BLR,2042,,
BLR,2043,,
BLR,2044,,
BLR,2045,,
BLR,2046,,
BLR,2047,,
BLR,2048,,
BLR,2049,,
BLR,2050,,
BLR,2055,,
BLR,2060,,
BLR,2065,,
BLR,2070,,
BLR,2075,,
BLR,2080,,
BLR,2085,,
BLR,2090,,
BLR,2095,,
BLR,2100,,
BLZ,1990,,6
BLZ,1991,,6
BLZ,1992,,6
BLZ,1993,,6
BLZ,1994,,6
BLZ,1995,,6
BLZ,1996,,6
BLZ,1997,,6
BLZ,1998,5,6
BLZ,1999,5,6
BLZ,2000,5,6
BLZ,2001,5,6
BLZ,2002,5,6
BLZ,2003,5,6
BLZ,2004,5,6
BLZ,2005,5,6
BLZ,2006,5,6
BLZ,2007,5,6
BLZ,2008,5,6
BLZ,2009,5,6
BLZ,2010,5,6
BLZ,2011,5,6
BLZ,2012,5,6
BLZ,2013,5,6
BLZ,2014,5,6
BLZ,2015,5,6
BLZ,2016,5,6
BLZ,2017,5,6
BLZ,2018,5,6
BLZ,2019,5,6
BLZ,2020,,6
BLZ,2021,,6
BLZ,2022,,6
BLZ,2023,,
BLZ,2024,,
BLZ,2025,,
BLZ,2026,,
BLZ,2027,,
BLZ,2028,,
BLZ,2029,,
BLZ,2030,,
BLZ,2031,,
BLZ,2032,,
BLZ,2033,,
BLZ,2034,,
BLZ,2035,,
BLZ,2036,,
BLZ,2037,,
BLZ,2038,,
BLZ,2039,,
BLZ,2040,,
BLZ,2041,,
BLZ,2042,,
BLZ,2043,,
BLZ,2044,,
BLZ,2045,,
BLZ,2046,,
BLZ,2047,,
BLZ,2048,,
BLZ,2049,,
BLZ,2050,,
BLZ,2055,,
BLZ,2060,,
BLZ,2065,,
BLZ,2070,,
BLZ,2075,,
BLZ,2080,,
BLZ,2085,,
BLZ,2090,,
BLZ,2095,,
BLZ,2100,,
BMU,1990,,7
BMU,1991,,7
BMU,1992,,7
BMU,1993,,7
BMU,1994,,7
BMU,1995,,7
BMU,1996,,7
BMU,1997,,6
BMU,1998,5,6
BMU,1999,5,6
BMU,2000,5,6
BMU,2001,5,6
BMU,2002,5,6
BMU,2003,5,6
BMU,2004,5,6
BMU,2005,5,6
BMU,2006,5,6
BMU,2007,5,6
BMU,2008,5,6
BMU,2009,5,6
BMU,2010,5,6
BMU,2011,5,6
BMU,2012,5,6
BMU,2013,5,6
BMU,2014,5,6
BMU,2015,5,6
BMU,2016,5,6
BMU,2017,5,6
BMU,2018,5,6
BMU,2019,5,6
BMU,2020,,6
BMU,2021,,6
BMU,2022,,6
BMU,2023,,
BMU,2024,,
BMU,2025,,
BMU,2026,,
BMU,2027,,
BMU,2028,,
BMU,2029,,
BMU,2030,,
BMU,2031,,
BMU,2032,,
BMU,2033,,
BMU,2034,,
BMU,2035,,
BMU,2036,,
BMU,2037,,
BMU,2038,,
BMU,2039,,
BMU,2040,,
BMU,2041,,
BMU,2042,,
BMU,2043,,
BMU,2044,,
BMU,2045,,
BMU,2046,,
BMU,2047,,
BMU,2048,,
BMU,2049,,
BMU,2050,,
BMU,2055,,
BMU,2060,,
BMU,2065,,
BMU,2070,,
BMU,2075,,
BMU,2080,,
BMU,2085,,
BMU,2090,,
BMU,2095,,
BMU,2100,,
BOL,1990,,6
BOL,1991,,6
BOL,1992,,6
BOL,1993,,6
BOL,1994,,6
BOL,1995,,6
BOL,1996,,6
BOL,1997,,6
BOL,1998,6,6
BOL,1999,6,6
BOL,2000,6,6
BOL,2001,6,6
BOL,2002,6,6
BOL,2003,6,6
BOL,2004,6,6
BOL,2005,6,6
BOL,2006,6,6
BOL,2007,6,6
BOL,2008,6,6
BOL,2009,4,6
BOL,2010,4,6
BOL,2011,4,6
BOL,2012,4,6
BOL,2013,4,6
BOL,2014,4,6
BOL,2015,4,6
BOL,2016,4,6
BOL,2017,4,6
BOL,2018,4,6
BOL,2019,4,6
BOL,2020,,6
BOL,2021,,6
BOL,2022,,6
BOL,2023,,
BOL,2024,,
BOL,2025,,
BOL,2026,,
BOL,2027,,
BOL,2028,,
BOL,2029,,
BOL,2030,,
BOL,2031,,
BOL,2032,,
BOL,2033,,
BOL,2034,,
BOL,2035,,
BOL,2036,,
BOL,2037,,
BOL,2038,,
BOL,2039,,
BOL,2040,,
BOL,2041,,
BOL,2042,,
BOL,2043,,
BOL,2044,,
BOL,2045,,
BOL,2046,,
BOL,2047,,
BOL,2048,,
BOL,2049,,
BOL,2050,,
BOL,2055,,
BOL,2060,,
BOL,2065,,
BOL,2070,,
BOL,2075,,
BOL,2080,,
BOL,2085,,
BOL,2090,,
BOL,2095,,
BOL,2100,,
BRA,1990,,4
BRA,1991,,4
BRA,1992,,4
BRA,1993,,4
BRA,1994,,4
BRA,1995,,4
BRA,1996,,4
BRA,1997,,4
BRA,1998,7,4
BRA,1999,7,4
BRA,2000,7,4
BRA,2001,7,4
BRA,2002,7,4
BRA,2003,7,4
BRA,2004,7,4
BRA,2005,7,4
BRA,2006,7,4
BRA,2007,7,4
BRA,2008,7,4
BRA,2009,7,4
BRA,2010,7,5
BRA,2011,7,5
BRA,2012,7,5
BRA,2013,4,5
BRA,2014,4,5
BRA,2015,4,5
BRA,2016,4,5
BRA,2017,4,5
BRA,2018,4,5
BRA,2019,4,5
BRA,2020,,5
BRA,2021,,5
BRA,2022,,5
BRA,2023,,
BRA,2024,,
BRA,2025,,
BRA,2026,,
BRA,2027,,
BRA,2028,,
BRA,2029,,
BRA,2030,,
BRA,2031,,
BRA,2032,,
BRA,2033,,
BRA,2034,,
BRA,2035,,
BRA,2036,,
BRA,2037,,
BRA,2038,,
BRA,2039,,
BRA,2040,,
BRA,2041,,
BRA,2042,,
BRA,2043,,
BRA,2044,,
BRA,2045,,
BRA,2046,,
BRA,2047,,
BRA,2048,,
BRA,2049,,
BRA,2050,,
BRA,2055,,
BRA,2060,,
BRA,2065,,
BRA,2070,,
BRA,2075,,
BRA,2080,,
BRA,2085,,
BRA,2090,,
BRA,2095,,
BRA,2100,,
BRB,1990,,6
BRB,1991,,6
BRB,1992,,6
BRB,1993,,6
BRB,1994,,6
BRB,1995,,6
BRB,1996,,6
BRB,1997,,6
BRB,1998,5,6
BRB,1999,5,6
BRB,2000,5,6
BRB,2001,5,6
BRB,2002,5,6
BRB,2003,5,6
BRB,2004,5,6
BRB,2005,5,6
BRB,2006,5,6
BRB,2007,5,6
BRB,2008,5,6
BRB,2009,5,6
BRB,2010,5,6
BRB,2011,5,6
BRB,2012,5,6
BRB,2013,5,6
BRB,2014,5,6
BRB,2015,5,6
BRB,2016,5,6
BRB,2017,5,6
BRB,2018,5,6
BRB,2019,5,6
BRB,2020,,6
BRB,2021,,6
BRB,2022,,6
BRB,2023,,
BRB,2024,,
BRB,2025,,
BRB,2026,,
BRB,2027,,
BRB,2028,,
BRB,2029,,
BRB,2030,,
BRB,2031,,
BRB,2032,,
BRB,2033,,
BRB,2034,,
BRB,2035,,
BRB,2036,,
BRB,2037,,
BRB,2038,,
BRB,2039,,
BRB,2040,,
BRB,2041,,
BRB,2042,,
BRB,2043,,
BRB,2044,,
BRB,2045,,
BRB,2046,,
BRB,2047,,
BRB,2048,,
BRB,2049,,
BRB,2050,,
BRB,2055,,
BRB,2060,,
BRB,2065,,
BRB,2070,,
BRB,2075,,
BRB,2080,,
BRB,2085,,
BRB,2090,,
BRB,2095,,
BRB,2100,,
BRN,1990,,6
BRN,1991,,6
BRN,1992,,6
BRN,1993,,6
BRN,1994,,6
BRN,1995,,6
BRN,1996,,6
BRN,1997,,6
BRN,1998,,6
BRN,1999,,6
BRN,2000,,6
BRN,2001,,6
BRN,2002,,6
BRN,2003,,6
BRN,2004,,6
BRN,2005,,6
BRN,2006,,6
BRN,2007,6,6
BRN,2008,6,6
BRN,2009,6,6
BRN,2010,6,6
BRN,2011,6,6
BRN,2012,6,6
BRN,2013,6,6
BRN,2014,6,6
BRN,2015,6,6
BRN,2016,6,6
BRN,2017,6,6
BRN,2018,6,6
BRN,2019,6,6
BRN,2020,,6
BRN,2021,,6
BRN,2022,,6
BRN,2023,,
BRN,2024,,
BRN,2025,,
BRN,2026,,
BRN,2027,,
BRN,2028,,
BRN,2029,,
BRN,2030,,
BRN,2031,,
BRN,2032,,
BRN,2033,,
BRN,2034,,
BRN,2035,,
BRN,2036,,
BRN,2037,,
BRN,2038,,
BRN,2039,,
BRN,2040,,
BRN,2041,,
BRN,2042,,
BRN,2043,,
BRN,2044,,
BRN,2045,,
BRN,2046,,
BRN,2047,,
BRN,2048,,
BRN,2049,,
BRN,2050,,
BRN,2055,,
BRN,2060,,
BRN,2065,,
BRN,2070,,
BRN,2075,,
BRN,2080,,
BRN,2085,,
BRN,2090,,
BRN,2095,,
BRN,2100,,
BTN,1990,,7
BTN,1991,,7
BTN,1992,,7
BTN,1993,,7
BTN,1994,,7
BTN,1995,,7
BTN,1996,,7
BTN,1997,,7
BTN,1998,,7
BTN,1999,,7
BTN,2000,,7
BTN,2001,,7
BTN,2002,,7
BTN,2003,,7
BTN,2004,,7
BTN,2005,,7
BTN,2006,,7
BTN,2007,,7
BTN,2008,,7
BTN,2009,,7
BTN,2010,,7
BTN,2011,,7
BTN,2012,,7
BTN,2013,,7
BTN,2014,,7
BTN,2015,,7
BTN,2016,,7
BTN,2017,,7
BTN,2018,,7
BTN,2019,,7
BTN,2020,,7
BTN,2021,,7
BTN,2022,,7
BTN,2023,,
BTN,2024,,
BTN,2025,,
BTN,2026,,
BTN,2027,,
BTN,2028,,
BTN,2029,,
BTN,2030,,
BTN,2031,,
BTN,2032,,
BTN,2033,,
BTN,2034,,
BTN,2035,,
BTN,2036,,
BTN,2037,,
BTN,2038,,
BTN,2039,,
BTN,2040,,
BTN,2041,,
BTN,2042,,
BTN,2043,,
BTN,2044,,
BTN,2045,,
BTN,2046,,
BTN,2047,,
BTN,2048,,
BTN,2049,,
BTN,2050,,
BTN,2055,,
BTN,2060,,
BTN,2065,,
BTN,2070,,
BTN,2075,,
BTN,2080,,
BTN,2085,,
BTN,2090,,
BTN,2095,,
BTN,2100,,
BWA,1990,,7
BWA,1991,,7
BWA,1992,,7
BWA,1993,,7
BWA,1994,,7
BWA,1995,,7
BWA,1996,,7
BWA,1997,,7
BWA,1998,,7
BWA,1999,,7
BWA,2000,,7
BWA,2001,,7
BWA,2002,,7
BWA,2003,,7
BWA,2004,,7
BWA,2005,,7
BWA,2006,,7
BWA,2007,,7
BWA,2008,,7
BWA,2009,,7
BWA,2010,,7
BWA,2011,,7
BWA,2012,,7
BWA,2013,,7
BWA,2014,,7
BWA,2015,,7
BWA,2016,,7
BWA,2017,,7
BWA,2018,,7
BWA,2019,,7
BWA,2020,,7
BWA,2021,,7
BWA,2022,,7
BWA,2023,,
BWA,2024,,
BWA,2025,,
BWA,2026,,
BWA,2027,,
BWA,2028,,
BWA,2029,,
BWA,2030,,
BWA,2031,,
BWA,2032,,
BWA,2033,,
BWA,2034,,
BWA,2035,,
BWA,2036,,
BWA,2037,,
BWA,2038,,
BWA,2039,,
BWA,2040,,
BWA,2041,,
BWA,2042,,
BWA,2043,,
BWA,2044,,
BWA,2045,,
BWA,2046,,
BWA,2047,,
BWA,2048,,
BWA,2049,,
BWA,2050,,
BWA,2055,,
BWA,2060,,
BWA,2065,,
BWA,2070,,
BWA,2075,,
BWA,2080,,
BWA,2085,,
BWA,2090,,
BWA,2095,,
BWA,2100,,
CAF,1990,,6
CAF,1991,,6
CAF,1992,,6
CAF,1993,,6
CAF,1994,,6
CAF,1995,,6
CAF,1996,,6
CAF,1997,,6
CAF,1998,6,6
CAF,1999,6,6
CAF,2000,6,6
CAF,2001,6,6
CAF,2002,6,6
CAF,2003,6,6
CAF,2004,6,6
CAF,2005,6,6
CAF,2006,6,6
CAF,2007,6,6
CAF,2008,6,6
CAF,2009,6,6
CAF,2010,6,6
CAF,2011,6,6
CAF,2012,6,6
CAF,2013,6,6
CAF,2014,6,6
CAF,2015,6,6
CAF,2016,6,6
CAF,2017,6,6
CAF,2018,6,6
CAF,2019,6,6
CAF,2020,,6
CAF,2021,,6
CAF,2022,,6
CAF,2023,,
CAF,2024,,
CAF,2025,,
CAF,2026,,
CAF,2027,,
CAF,2028,,
CAF,2029,,
CAF,2030,,
CAF,2031,,
CAF,2032,,
CAF,2033,,
CAF,2034,,
CAF,2035,,
CAF,2036,,
CAF,2037,,
CAF,2038,,
CAF,2039,,
CAF,2040,,
CAF,2041,,
CAF,2042,,
CAF,2043,,
CAF,2044,,
CAF,2045,,
CAF,2046,,
CAF,2047,,
CAF,2048,,
CAF,2049,,
CAF,2050,,
CAF,2055,,
CAF,2060,,
CAF,2065,,
CAF,2070,,
CAF,2075,,
CAF,2080,,
CAF,2085,,
CAF,2090,,
CAF,2095,,
CAF,2100,,
CAN,1990,,6
CAN,1991,,6
CAN,1992,,6
CAN,1993,,6
CAN,1994,,6
CAN,1995,,6
CAN,1996,,6
CAN,1997,,6
CAN,1998,6,6
CAN,1999,6,6
CAN,2000,6,6
CAN,2001,6,6
CAN,2002,6,6
CAN,2003,6,6
CAN,2004,6,6
CAN,2005,6,6
CAN,2006,6,6
CAN,2007,6,6
CAN,2008,6,6
CAN,2009,6,6
CAN,2010,6,6
CAN,2011,6,6
CAN,2012,6,6
CAN,2013,6,6
CAN,2014,6,6
CAN,2015,6,6
CAN,2016,6,6
CAN,2017,6,6
CAN,2018,6,6
CAN,2019,6,6
CAN,2020,,6
CAN,2021,,6
CAN,2022,,6
CAN,2023,,
CAN,2024,,
CAN,2025,,
CAN,2026,,
CAN,2027,,
CAN,2028,,
CAN,2029,,
CAN,2030,,
CAN,2031,,
CAN,2032,,
CAN,2033,,
CAN,2034,,
CAN,2035,,
CAN,2036,,
CAN,2037,,
CAN,2038,,
CAN,2039,,
CAN,2040,,
CAN,2041,,
CAN,2042,,
CAN,2043,,
CAN,2044,,
CAN,2045,,
CAN,2046,,
CAN,2047,,
CAN,2048,,
CAN,2049,,
CAN,2050,,
CAN,2055,,
CAN,2060,,
CAN,2065,,
CAN,2070,,
CAN,2075,,
CAN,2080,,
CAN,2085,,
CAN,2090,,
CAN,2095,,
CAN,2100,,
CHE,1990,,6
CHE,1991,,6
CHE,1992,,6
CHE,1993,,6
CHE,1994,,6
CHE,1995,,6
CHE,1996,,6
CHE,1997,,6
CHE,1998,5,6
CHE,1999,5,6
CHE,2000,5,6
CHE,2001,5,6
CHE,2002,5,6
CHE,2003,5,6
CHE,2004,5,6
CHE,2005,5,6
CHE,2006,5,6
CHE,2007,5,6
CHE,2008,5,6
CHE,2009,5,6
CHE,2010,5,6
CHE,2011,5,6
CHE,2012,5,6
CHE,2013,5,6
CHE,2014,5,6
CHE,2015,5,6
CHE,2016,5,6
CHE,2017,5,6
CHE,2018,5,6
CHE,2019,5,6
CHE,2020,5,6
CHE,2021,,6
CHE,2022,,6
CHE,2023,,
CHE,2024,,
CHE,2025,,
CHE,2026,,
CHE,2027,,
CHE,2028,,
CHE,2029,,
CHE,2030,,
CHE,2031,,
CHE,2032,,
CHE,2033,,
CHE,2034,,
CHE,2035,,
CHE,2036,,
CHE,2037,,
CHE,2038,,
CHE,2039,,
CHE,2040,,
CHE,2041,,
CHE,2042,,
CHE,2043,,
CHE,2044,,
CHE,2045,,
CHE,2046,,
CHE,2047,,
CHE,2048,,
CHE,2049,,
CHE,2050,,
CHE,2055,,
CHE,2060,,
CHE,2065,,
CHE,2070,,
CHE,2075,,
CHE,2080,,
CHE,2085,,
CHE,2090,,
CHE,2095,,
CHE,2100,,
CHI,1990,,
CHI,1991,,
CHI,1992,,
CHI,1993,,
CHI,1994,,
CHI,1995,,
CHI,1996,,
CHI,1997,,
CHI,1998,,
CHI,1999,,
CHI,2000,,
CHI,2001,,
CHI,2002,,
CHI,2003,,
CHI,2004,,
CHI,2005,,
CHI,2006,,
CHI,2007,,
CHI,2008,,
CHI,2009,,
CHI,2010,,
CHI,2011,,
CHI,2012,,
CHI,2013,,
CHI,2014,,
CHI,2015,,
CHI,2016,,
CHI,2017,,
CHI,2018,,
CHI,2019,,
CHI,2020,,
CHI,2021,,
CHI,2022,,
CHI,2023,,
CHI,2024,,
CHI,2025,,
CHI,2026,,
CHI,2027,,
CHI,2028,,
CHI,2029,,
CHI,2030,,
CHI,2031,,
CHI,2032,,
CHI,2033,,
CHI,2034,,
CHI,2035,,
CHI,2036,,
CHI,2037,,
CHI,2038,,
CHI,2039,,
CHI,2040,,
CHI,2041,,
CHI,2042,,
CHI,2043,,
CHI,2044,,
CHI,2045,,
CHI,2046,,
CHI,2047,,
CHI,2048,,
CHI,2049,,
CHI,2050,,
CHI,2055,,
CHI,2060,,
CHI,2065,,
CHI,2070,,
CHI,2075,,
CHI,2080,,
CHI,2085,,
CHI,2090,,
CHI,2095,,
CHI,2100,,
CHL,1990,,6
CHL,1991,,6
CHL,1992,,6
CHL,1993,,6
CHL,1994,,6
CHL,1995,,6
CHL,1996,,6
CHL,1997,,8
CHL,1998,6,6
CHL,1999,6,6
CHL,2000,6,6
CHL,2001,6,6
CHL,2002,6,6
CHL,2003,6,6
CHL,2004,6,6
CHL,2005,6,6
CHL,2006,6,6
CHL,2007,6,6
CHL,2008,6,6
CHL,2009,6,6
CHL,2010,6,6
CHL,2011,6,6
CHL,2012,6,6
CHL,2013,6,6
CHL,2014,6,6
CHL,2015,6,6
CHL,2016,6,6
CHL,2017,6,6
CHL,2018,6,6
CHL,2019,6,6
CHL,2020,,6
CHL,2021,,6
CHL,2022,,6
CHL,2023,,
CHL,2024,,
CHL,2025,,
CHL,2026,,
CHL,2027,,
CHL,2028,,
CHL,2029,,
CHL,2030,,
CHL,2031,,
CHL,2032,,
CHL,2033,,
CHL,2034,,
CHL,2035,,
CHL,2036,,
CHL,2037,,
CHL,2038,,
CHL,2039,,
CHL,2040,,
CHL,2041,,
CHL,2042,,
CHL,2043,,
CHL,2044,,
CHL,2045,,
CHL,2046,,
CHL,2047,,
CHL,2048,,
CHL,2049,,
CHL,2050,,
CHL,2055,,
CHL,2060,,
CHL,2065,,
CHL,2070,,
CHL,2075,,
CHL,2080,,
CHL,2085,,
CHL,2090,,
CHL,2095,,
CHL,2100,,
CHN,1990,,5
CHN,1991,,5
CHN,1992,,5
CHN,1993,,5
CHN,1994,,5
CHN,1995,,5
CHN,1996,,5
CHN,1997,,5
CHN,1998,7,5
CHN,1999,7,5
CHN,2000,7,5
CHN,2001,7,5
CHN,2002,7,5
CHN,2003,7,5
CHN,2004,6,6
CHN,2005,6,6
CHN,2006,6,6
CHN,2007,6,6
CHN,2008,6,6
CHN,2009,6,6
CHN,2010,6,6
CHN,2011,6,6
CHN,2012,6,6
CHN,2013,6,6
CHN,2014,6,6
CHN,2015,6,6
CHN,2016,6,6
CHN,2017,6,6
CHN,2018,6,6
CHN,2019,6,6
CHN,2020,,6
CHN,2021,,6
CHN,2022,,6
CHN,2023,,
CHN,2024,,
CHN,2025,,
CHN,2026,,
CHN,2027,,
CHN,2028,,
CHN,2029,,
CHN,2030,,
CHN,2031,,
CHN,2032,,
CHN,2033,,
CHN,2034,,
CHN,2035,,
CHN,2036,,
CHN,2037,,
CHN,2038,,
CHN,2039,,
CHN,2040,,
CHN,2041,,
CHN,2042,,
CHN,2043,,
CHN,2044,,
CHN,2045,,
CHN,2046,,
CHN,2047,,
CHN,2048,,
CHN,2049,,
CHN,2050,,
CHN,2055,,
CHN,2060,,
CHN,2065,,
CHN,2070,,
CHN,2075,,
CHN,2080,,
CHN,2085,,
CHN,2090,,
CHN,2095,,
CHN,2100,,
CIV,1990,,6
CIV,1991,,6
CIV,1992,,6
CIV,1993,,6
CIV,1994,,6
CIV,1995,,6
CIV,1996,,6
CIV,1997,,6
CIV,1998,6,6
CIV,1999,6,6
CIV,2000,6,6
CIV,2001,6,6
CIV,2002,6,6
CIV,2003,6,6
CIV,2004,6,6
CIV,2005,6,6
CIV,2006,6,6
CIV,2007,6,6
CIV,2008,6,6
CIV,2009,6,6
CIV,2010,6,6
CIV,2011,6,6
CIV,2012,6,6
CIV,2013,6,6
CIV,2014,6,6
CIV,2015,6,6
CIV,2016,6,6
CIV,2017,6,6
CIV,2018,6,6
CIV,2019,6,6
CIV,2020,,6
CIV,2021,,6
CIV,2022,,6
CIV,2023,,
CIV,2024,,
CIV,2025,,
CIV,2026,,
CIV,2027,,
CIV,2028,,
CIV,2029,,
CIV,2030,,
CIV,2031,,
CIV,2032,,
CIV,2033,,
CIV,2034,,
CIV,2035,,
CIV,2036,,
CIV,2037,,
CIV,2038,,
CIV,2039,,
CIV,2040,,
CIV,2041,,
CIV,2042,,
CIV,2043,,
CIV,2044,,
CIV,2045,,
CIV,2046,,
CIV,2047,,
CIV,2048,,
CIV,2049,,
CIV,2050,,
CIV,2055,,
CIV,2060,,
CIV,2065,,
CIV,2070,,
CIV,2075,,
CIV,2080,,
CIV,2085,,
CIV,2090,,
CIV,2095,,
CIV,2100,,
CMR,1990,,6
CMR,1991,,6
CMR,1992,,6
CMR,1993,,6
CMR,1994,,6
CMR,1995,,6
CMR,1996,,6
CMR,1997,,6
CMR,1998,6,6
CMR,1999,6,6
CMR,2000,6,6
CMR,2001,6,6
CMR,2002,6,6
CMR,2003,6,6
CMR,2004,6,6
CMR,2005,6,6
CMR,2006,6,6
CMR,2007,6,6
CMR,2008,6,6
CMR,2009,6,6
CMR,2010,6,6
CMR,2011,6,6
CMR,2012,6,6
CMR,2013,6,6
CMR,2014,6,6
CMR,2015,6,6
CMR,2016,6,6
CMR,2017,6,6
CMR,2018,6,6
CMR,2019,6,6
CMR,2020,,6
CMR,2021,,6
CMR,2022,,6
CMR,2023,,
CMR,2024,,
CMR,2025,,
CMR,2026,,
CMR,2027,,
CMR,2028,,
CMR,2029,,
