countrycode,year,se_prm_tenr,se_prm_tenr_fe,se_prm_tenr_ma
ISR,1996,,,
ISR,1997,,,
ISR,1998,,,
ISR,1999,97.60363,97.381561,97.815628
ISR,2000,97.850403,97.635101,98.05571
ISR,2001,98.311073,98.389442,98.236458
ISR,2002,97.989479,98.074951,97.90818
ISR,2003,98.078041,98.172501,97.988297
ISR,2004,97.658684,97.915031,97.415489
ISR,2005,97.546204,97.871017,97.238358
ISR,2006,97.068573,97.531281,96.630249
ISR,2007,97.297462,97.756668,96.862518
ISR,2008,97.26902,97.684059,96.875816
ISR,2009,96.968391,97.300331,96.653732
ISR,2010,97.382584,97.771004,97.014168
ISR,2011,97.015579,97.370903,96.678467
ISR,2012,97.664452,97.985512,97.359756
ISR,2013,97.259651,97.542557,96.991211
ISR,2014,97.05925,97.36097,96.773109
ISR,2015,97.556686,97.8955,97.235619
ISR,2016,97.052582,97.613922,96.521149
ISR,2017,97.323547,97.805489,96.867218
ISR,2018,,,
ITA,1990,,,
ITA,1991,,,
ITA,1992,,,
ITA,1993,,,
ITA,1994,,,
ITA,1995,97.018051,,
ITA,1996,98.108551,97.731628,98.46476
ITA,1997,98.834808,98.770691,98.895432
ITA,1998,,,
ITA,1999,99.91317,,
ITA,2000,99.751381,99.72155,99.77964
ITA,2001,99.666801,99.542686,99.784332
ITA,2002,99.581879,99.458961,99.698227
ITA,2003,99.5373,99.310539,99.751808
ITA,2004,99.343399,99.17955,99.498283
ITA,2005,99.304657,98.874573,99.711159
ITA,2006,99.21508,98.737572,99.666656
ITA,2007,99.159042,98.621071,99.667847
ITA,2008,99.102982,98.537743,99.637878
ITA,2009,99.145462,98.65419,99.610687
ITA,2010,99.250938,98.835449,99.644539
ITA,2011,98.990013,98.480438,99.472603
ITA,2012,99.313301,98.95208,99.655586
ITA,2013,99.452003,99.202904,99.688026
ITA,2014,99.332222,99.065338,99.5849
ITA,2015,99.041573,98.862061,99.211304
ITA,2016,98.61219,98.461349,98.754601
ITA,2017,,,
ITA,2018,,,
JAM,1990,97.364632,97.652832,97.08223
JAM,1991,95.730682,96.046021,95.420914
JAM,1992,,,
JAM,1993,92.666649,91.729752,93.589478
JAM,1994,,,
JAM,1995,,,
JAM,1996,,,
JAM,1997,,,
JAM,1998,,,
JAM,1999,91.385437,91.532341,91.242287
JAM,2000,92.8489,92.945808,92.75489
JAM,2001,92.534203,92.686089,92.387466
JAM,2002,91.779037,92.276291,91.302658
JAM,2003,90.532204,91.11731,89.973419
JAM,2004,92.299133,92.83075,91.791389
JAM,2005,,,
JAM,2006,,,
JAM,2007,,,
JAM,2008,,,
JAM,2009,,,
JAM,2010,,,
JAM,2011,,,
JAM,2012,,,
JAM,2013,,,
JAM,2014,,,
JAM,2015,,,
JAM,2016,,,
JAM,2017,,,
JAM,2018,,,
JOR,1990,,,
JOR,1991,,,
JOR,1992,,,
JOR,1993,,,
JOR,1994,,,
JOR,1995,,,
JOR,1996,,,
JOR,1997,,,
JOR,1998,,,
JOR,1999,91.024139,91.813141,90.279991
JOR,2000,92.144363,93.005562,91.33078
JOR,2001,,,
JOR,2002,94.61821,95.377808,93.898651
JOR,2003,95.925781,96.868408,95.032249
JOR,2004,95.995079,97.241447,94.813278
JOR,2005,,,
JOR,2006,,,
JOR,2007,,,
JOR,2008,,,
JOR,2009,,,
JOR,2010,,,
JOR,2011,,,
JOR,2012,,,
JOR,2013,,,
JOR,2014,,,
JOR,2015,,,
JOR,2016,,,
JOR,2017,,,
JOR,2018,,,
JPN,1990,99.81221,,
JPN,1991,99.29792,99.525177,99.082199
JPN,1992,98.95105,99.221291,98.694557
JPN,1993,,,
JPN,1994,99.515099,99.761398,99.281418
JPN,1995,99.759209,,
JPN,1996,,,
JPN,1997,,,
JPN,1998,,,
JPN,1999,,,
JPN,2000,,,
JPN,2001,,,
JPN,2002,,,
JPN,2003,,,
JPN,2004,,,
JPN,2005,,,
JPN,2006,,,
JPN,2007,,,
JPN,2008,,,
JPN,2009,,,
JPN,2010,,,
JPN,2011,,,
JPN,2012,,,
JPN,2013,98.636993,98.877548,98.408958
JPN,2014,98.285118,98.506493,98.075272
JPN,2015,98.799942,98.963577,98.644821
JPN,2016,98.235161,98.436119,98.044731
JPN,2017,,,
JPN,2018,,,
KAZ,1990,,,
KAZ,1991,,,
KAZ,1992,,,
KAZ,1993,,,
KAZ,1994,,,
KAZ,1995,,,
KAZ,1996,,,
KAZ,1997,,,
KAZ,1998,,,
KAZ,1999,,,
KAZ,2000,93.485123,94.252083,92.743553
KAZ,2001,96.601128,96.800758,96.409348
KAZ,2002,97.723343,97.913452,97.541092
KAZ,2003,98.01194,98.46183,97.582077
KAZ,2004,98.27832,98.627403,97.945587
KAZ,2005,98.45797,98.835739,98.09787
KAZ,2006,97.60836,97.96804,97.264702
KAZ,2007,97.48101,97.534401,97.429947
KAZ,2008,98.892853,99.060516,98.732643
KAZ,2009,99.434311,99.604851,99.27169
KAZ,2010,99.623756,,
KAZ,2011,99.215988,99.67234,98.782761
KAZ,2012,99.356522,99.65918,99.069168
KAZ,2013,99.331673,99.635002,99.043571
KAZ,2014,99.441101,99.598618,99.291573
KAZ,2015,99.845367,99.92569,99.769249
KAZ,2016,99.720757,99.916817,99.535347
KAZ,2017,99.103447,99.937927,98.315559
KAZ,2018,98.934677,99.935448,97.990593
KEN,1990,,,
KEN,1991,,,
KEN,1992,,,
KEN,1993,,,
KEN,1994,,,
KEN,1995,,,
KEN,1996,,,
KEN,1997,,,
KEN,1998,,,
KEN,1999,62.654999,63.136292,62.17857
KEN,2000,65.47673,66.507172,64.456886
KEN,2001,66.651421,67.520088,65.791679
KEN,2002,61.313271,61.704231,60.926418
KEN,2003,72.655838,72.76976,72.543152
KEN,2004,70.889076,70.972191,70.8069
KEN,2005,71.69503,71.946457,71.446419
KEN,2006,70.893852,71.5382,70.256973
KEN,2007,81.008957,81.0672,80.951424
KEN,2008,77.253693,77.832916,76.681633
KEN,2009,78.871437,79.439247,78.310837
KEN,2010,,,
KEN,2011,,,
KEN,2012,83.119049,84.941833,81.321739
KEN,2013,,,
KEN,2014,,,
KEN,2015,,,
KEN,2016,,,
KEN,2017,,,
KEN,2018,,,
KGZ,1990,,,
KGZ,1991,,,
KGZ,1992,,,
KGZ,1993,,,
KGZ,1994,,,
KGZ,1995,,,
KGZ,1996,92.243629,90.460403,93.977371
KGZ,1997,,,
KGZ,1998,,,
KGZ,1999,93.295273,93.308472,93.282478
KGZ,2000,92.74424,92.676941,92.809341
KGZ,2001,93.55085,93.109039,93.977638
KGZ,2002,93.538292,93.073578,93.987556
KGZ,2003,93.302147,92.928062,93.663818
KGZ,2004,97.895279,98.055161,97.740791
KGZ,2005,95.561661,95.541328,95.581299
KGZ,2006,96.787514,96.502876,97.062691
KGZ,2007,95.762581,95.595467,95.923538
KGZ,2008,95.19149,95.019234,95.356987
KGZ,2009,94.45845,94.501701,94.416946
KGZ,2010,95.094429,94.903893,95.277283
KGZ,2011,94.896187,94.823219,94.96627
KGZ,2012,98.422729,98.05645,98.77494
KGZ,2013,98.422287,97.998543,98.830002
KGZ,2014,98.094437,97.760803,98.415413
KGZ,2015,98.085197,97.747902,98.409523
KGZ,2016,98.470161,98.132828,98.794373
KGZ,2017,98.541908,98.280563,98.792793
KGZ,2018,,,
KHM,1990,,,
KHM,1991,,,
KHM,1992,,,
KHM,1993,,,
KHM,1994,,,
KHM,1995,,,
KHM,1996,,,
KHM,1997,83.120979,76.301552,89.799667
KHM,1998,84.976578,78.481781,91.306602
KHM,1999,86.914337,81.505234,92.15667
KHM,2000,92.68261,87.301277,97.873878
KHM,2001,,,
KHM,2002,,,
KHM,2003,97.707748,95.694878,99.649742
KHM,2004,,,
KHM,2005,,,
KHM,2006,94.855217,94.00132,95.675713
KHM,2007,95.910873,93.99543,97.747383
KHM,2008,94.600739,92.707779,96.41851
KHM,2009,,,
KHM,2010,93.640289,92.69281,94.559319
KHM,2011,97.518799,95.218246,99.762489
KHM,2012,97.406754,95.087082,99.680077
KHM,2013,,,
KHM,2014,95.068611,94.011147,96.101707
KHM,2015,95.28891,96.586372,94.030663
KHM,2016,92.781609,92.752968,92.809143
KHM,2017,90.561569,90.346786,90.766548
KHM,2018,,,
KIR,1990,,,
KIR,1991,99.758598,,
KIR,1992,99.910294,,
KIR,1993,98.867241,,
KIR,1994,99.011108,,
KIR,1995,98.302032,,
KIR,1996,98.286819,,
KIR,1997,99.132851,,
KIR,1998,,,
KIR,1999,,,
KIR,2000,,,
KIR,2001,,,
KIR,2002,,,
KIR,2003,,,
KIR,2004,,,
KIR,2005,,,
KIR,2006,,,
KIR,2007,,,
KIR,2008,,,
KIR,2009,,,
KIR,2010,,,
KIR,2011,,,
KIR,2012,,,
KIR,2013,,,
KIR,2014,97.649582,,
KIR,2015,96.869659,,
KIR,2016,98.134201,,
KIR,2017,96.544502,,
KIR,2018,,,
KNA,1990,,,
KNA,1991,,,
KNA,1992,,,
KNA,1993,,,
KNA,1994,,,
KNA,1995,,,
KNA,1996,,,
KNA,1997,,,
KNA,1998,,,
KNA,1999,,,
KNA,2000,,,
KNA,2001,,,
KNA,2002,,,
KNA,2003,,,
KNA,2004,,,
KNA,2005,,,
KNA,2006,,,
KNA,2007,,,
KNA,2008,,,
KNA,2009,,,
KNA,2010,,,
KNA,2011,,,
KNA,2012,,,
KNA,2013,,,
KNA,2014,,,
KNA,2015,,,
KNA,2016,,,
KNA,2017,,,
KNA,2018,,,
KOR,1990,99.780418,,
KOR,1991,99.743553,,
KOR,1992,99.581787,,
KOR,1993,99.351143,,
KOR,1994,99.002853,,
KOR,1995,98.504982,,
KOR,1996,98.228012,,
KOR,1997,98.534378,,
KOR,1998,97.93087,99.54055,96.528297
KOR,1999,98.616669,99.995163,97.416039
KOR,2000,99.193253,99.896843,98.578056
KOR,2001,98.183739,98.484238,97.920029
KOR,2002,97.9021,98.045631,97.775551
KOR,2003,98.686958,98.648529,98.721046
KOR,2004,98.429657,98.304741,98.541237
KOR,2005,99.685158,99.426376,99.918121
KOR,2006,99.67292,99.460037,99.866028
KOR,2007,99.69326,99.562172,99.812828
KOR,2008,99.76873,99.807182,99.733559
KOR,2009,99.592056,99.686592,99.505623
KOR,2010,99.162003,99.371101,98.97126
KOR,2011,98.905647,99.333351,98.516029
KOR,2012,97.32505,97.839798,96.85569
KOR,2013,94.450546,94.958168,93.98613
KOR,2014,94.672409,95.121353,94.259216
KOR,2015,97.342628,97.702141,97.009308
KOR,2016,96.542824,96.73819,96.360558
KOR,2017,,,
KOR,2018,,,
KWT,1990,,,
KWT,1991,,,
KWT,1992,46.9865,46.591579,47.36412
KWT,1993,,,
KWT,1994,67.87883,67.646912,68.102112
KWT,1995,,,
KWT,1996,88.973022,85.323311,92.81076
KWT,1997,88.509804,83.974297,93.409042
KWT,1998,94.890961,,
KWT,1999,94.345367,91.324226,97.396538
KWT,2000,90.998093,92.034439,90.026627
KWT,2001,90.58577,95.536888,86.24704
KWT,2002,93.179169,98.485352,88.661087
KWT,2003,92.745033,,
KWT,2004,94.407806,99.915833,89.570381
KWT,2005,92.364922,94.510849,90.416748
KWT,2006,,,
KWT,2007,97.778351,96.658089,98.864189
KWT,2008,98.801888,97.630043,99.946419
KWT,2009,,,
KWT,2010,98.691429,97.971619,99.389069
KWT,2011,99.100082,98.561058,99.616882
KWT,2012,98.37233,99.471169,97.333794
KWT,2013,97.467827,99.304329,95.75238
KWT,2014,97.379662,99.333557,95.568604
KWT,2015,97.59156,99.668732,95.673264
KWT,2016,96.736183,98.577957,95.036377
KWT,2017,93.195267,93.099533,93.284317
KWT,2018,,,
LAO,1990,64.666107,,
LAO,1991,,,
LAO,1992,57.90955,53.708912,61.978409
LAO,1993,62.71339,58.07304,67.20993
LAO,1994,66.429779,61.55954,71.15155
LAO,1995,,,
LAO,1996,68.371483,64.437691,72.187271
LAO,1997,70.866379,67.122131,74.498482
LAO,1998,74.157852,70.373497,77.82756
LAO,1999,74.784248,71.365158,78.098732
LAO,2000,75.648087,72.244034,78.948433
LAO,2001,75.130112,71.869522,78.293922
LAO,2002,76.300781,72.971321,79.533852
LAO,2003,78.918861,75.584793,82.159889
LAO,2004,79.640808,76.830559,82.375214
LAO,2005,80.96936,78.341202,83.527153
LAO,2006,82.565659,79.841698,85.214684
LAO,2007,85.238899,82.715157,87.69313
LAO,2008,87.729912,85.557381,89.840393
LAO,2009,90.098358,88.491158,91.656921
LAO,2010,94.760513,93.166733,96.30304
LAO,2011,94.71283,93.594711,95.793091
LAO,2012,94.744324,93.656151,95.794006
LAO,2013,96.767769,95.811867,97.688568
LAO,2014,97.192123,96.386383,97.967331
LAO,2015,95.606598,95.034599,96.156349
LAO,2016,94.720139,93.980293,95.430557
LAO,2017,93.340736,92.821167,93.839317
LAO,2018,,,
LBN,1990,,,
LBN,1991,,,
LBN,1992,,,
LBN,1993,,,
LBN,1994,,,
LBN,1995,,,
LBN,1996,,,
LBN,1997,84.195389,83.008476,85.323448
LBN,1998,99.793587,,
LBN,1999,,,
LBN,2000,,,
LBN,2001,,,
LBN,2002,98.571182,,
LBN,2003,97.708572,96.353287,99.053528
LBN,2004,95.896271,93.924217,97.880478
LBN,2005,91.680138,89.117622,94.287613
LBN,2006,88.849663,85.808632,91.977737
LBN,2007,89.772659,86.738792,92.88813
LBN,2008,90.60067,87.596619,93.681099
LBN,2009,91.797958,88.38591,95.295448
LBN,2010,93.330261,90.110039,96.635559
LBN,2011,93.329109,89.99472,96.762108
LBN,2012,90.272087,87.195107,93.425941
LBN,2013,89.035561,86.084969,92.054176
LBN,2014,83.91745,81.320641,86.571159
LBN,2015,83.649239,80.938118,86.41507
LBN,2016,84.352654,81.752136,86.998299
LBN,2017,88.543152,86.02552,91.092918
LBN,2018,,,
LBR,1990,,,
LBR,1991,,,
LBR,1992,,,
LBR,1993,,,
LBR,1994,,,
LBR,1995,,,
LBR,1996,,,
LBR,1997,,,
LBR,1998,,,
LBR,1999,46.762669,40.839531,52.575432
LBR,2000,,,
LBR,2001,,,
LBR,2002,,,
LBR,2003,,,
LBR,2004,,,
LBR,2005,,,
LBR,2006,35.201321,35.272049,35.132519
LBR,2007,,,
LBR,2008,42.735741,41.398891,44.03249
LBR,2009,40.26841,38.644588,41.840858
LBR,2010,,,
LBR,2011,41.018478,39.883629,42.113731
LBR,2012,,,
LBR,2013,,,
LBR,2014,38.211861,37.192982,39.19072
LBR,2015,37.68327,36.350159,38.96254
LBR,2016,36.754589,,
LBR,2017,,,
LBR,2018,,,
LBY,1990,,,
LBY,1991,,,
LBY,1992,,,
LBY,1993,,,
LBY,1994,,,
LBY,1995,,,
LBY,1996,,,
LBY,1997,,,
LBY,1998,,,
LBY,1999,,,
LBY,2000,,,
LBY,2001,,,
LBY,2002,,,
LBY,2003,,,
LBY,2004,,,
LBY,2005,,,
LBY,2006,,,
LBY,2007,,,
LBY,2008,,,
LBY,2009,,,
LBY,2010,,,
LBY,2011,,,
LBY,2012,,,
LBY,2013,,,
LBY,2014,,,
LBY,2015,,,
LBY,2016,,,
LBY,2017,,,
LBY,2018,,,
LCA,1990,97.31311,95.916618,98.698196
LCA,1991,,,
LCA,1992,,,
LCA,1993,,,
LCA,1994,,,
LCA,1995,,,
LCA,1996,,,
LCA,1997,,,
LCA,1998,,,
LCA,1999,,,
LCA,2000,90.651527,88.685242,92.626839
LCA,2001,91.060654,88.493828,93.616318
LCA,2002,98.335159,97.135002,99.522041
LCA,2003,97.085541,95.856628,98.296593
LCA,2004,94.893509,93.393631,96.372749
LCA,2005,92.54187,91.098831,93.969627
LCA,2006,95.074074,93.574371,96.565231
LCA,2007,94.522179,93.19722,95.843987
LCA,2008,,,
LCA,2009,,,
LCA,2010,,,
LCA,2011,,,
LCA,2012,,,
LCA,2013,,,
LCA,2014,,,
LCA,2015,,,
LCA,2016,,,
LCA,2017,,,
LCA,2018,,,
LIE,1990,,,
LIE,1991,,,
LIE,1992,,,
LIE,1993,,,
LIE,1994,,,
LIE,1995,,,
LIE,1996,,,
LIE,1997,,,
LIE,1998,,,
LIE,1999,,,
LIE,2000,,,
LIE,2001,,,
LIE,2002,,,
LIE,2003,99.228539,,
LIE,2004,99.431847,,
LIE,2005,,,
LIE,2006,98.851669,,
LIE,2007,98.902153,,
LIE,2008,99.217598,,
LIE,2009,98.520401,,
LIE,2010,99.184921,,
LIE,2011,98.697243,,
LIE,2012,98.479286,,
LIE,2013,,,
LIE,2014,97.498672,98.066597,96.940933
LIE,2015,99.807671,,
LIE,2016,99.310791,,
LIE,2017,,,
LIE,2018,,,
LKA,1990,,,
LKA,1991,,,
LKA,1992,,,
LKA,1993,,,
LKA,1994,,,
LKA,1995,,,
LKA,1996,,,
LKA,1997,,,
LKA,1998,,,
LKA,1999,,,
LKA,2000,,,
LKA,2001,99.881172,,
LKA,2002,99.924713,,
LKA,2003,99.617409,99.713509,99.524368
LKA,2004,96.848343,,
LKA,2005,97.253326,97.237679,97.268494
LKA,2006,96.731331,96.466789,96.988037
LKA,2007,96.372223,96.018898,96.716011
LKA,2008,95.5494,95.110748,95.978088
LKA,2009,93.378632,92.739662,94.006607
LKA,2010,95.043442,94.21788,95.85981
LKA,2011,95.179932,94.181778,96.170418
LKA,2012,95.350082,94.359901,96.333801
LKA,2013,96.4814,95.506081,97.449348
LKA,2014,97.307732,96.428688,98.178131
LKA,2015,99.081207,,
LKA,2016,99.080101,,
LKA,2017,99.29702,,
LKA,2018,,,
LSO,1990,71.323914,79.827087,63.006599
LSO,1991,72.848701,81.626511,64.322456
LSO,1992,73.121712,81.616669,64.905197
LSO,1993,70.702698,78.572342,63.101528
LSO,1994,71.826469,79.030197,64.857758
LSO,1995,70.703773,76.834244,64.749428
LSO,1996,70.909073,77.086746,64.898827
LSO,1997,,,
LSO,1998,62.867149,67.416649,58.410839
LSO,1999,59.19405,62.984051,55.472328
LSO,2000,79.866051,83.293159,76.499611
LSO,2001,80.076813,83.414124,76.786522
LSO,2002,80.522392,83.503319,77.579086
LSO,2003,80.621857,83.499641,77.780251
LSO,2004,78.247643,80.720291,75.806938
LSO,2005,77.486099,79.831757,75.17067
LSO,2006,77.789177,79.990311,75.617561
LSO,2007,75.290466,77.040291,73.564003
LSO,2008,76.386589,78.318169,74.479691
LSO,2009,76.959351,79.127769,74.816902
LSO,2010,78.985451,80.678062,77.311821
LSO,2011,80.365784,81.708199,79.038017
LSO,2012,81.607193,83.057648,80.172272
LSO,2013,79.543839,81.234894,77.870651
LSO,2014,80.15023,81.66581,78.65052
LSO,2015,80.145119,81.509003,78.795441
LSO,2016,80.512016,81.842697,79.194298
LSO,2017,81.565033,82.585274,80.554466
LSO,2018,,,
LTU,1990,,,
LTU,1991,,,
LTU,1992,,,
LTU,1993,,,
LTU,1994,,,
LTU,1995,,,
LTU,1996,,,
LTU,1997,,,
LTU,1998,96.238708,96.164383,96.310173
LTU,1999,96.4328,96.462341,96.404419
LTU,2000,97.928078,98.263023,97.608101
LTU,2001,98.163437,98.085899,98.237663
LTU,2002,98.094688,98.023468,98.162857
LTU,2003,98.249748,98.45974,98.048981
LTU,2004,98.369072,98.399078,98.340431
LTU,2005,98.646271,99.0923,98.221283
LTU,2006,98.900726,99.278473,98.543991
LTU,2007,99.002548,99.383133,98.643547
LTU,2008,99.203873,99.443764,98.978973
LTU,2009,99.166893,99.370277,98.975456
LTU,2010,99.293938,99.361992,99.22963
LTU,2011,99.388878,99.490913,99.292542
LTU,2012,99.346878,99.508087,99.19381
LTU,2013,99.669884,99.853813,99.495461
LTU,2014,99.748398,99.872551,99.629669
LTU,2015,99.752319,99.867142,99.642021
LTU,2016,99.744728,99.87896,99.616249
LTU,2017,,,
LTU,2018,,,
LUX,1990,,,
LUX,1991,,,
LUX,1992,,,
LUX,1993,,,
LUX,1994,,,
LUX,1995,,,
LUX,1996,,,
LUX,1997,,,
LUX,1998,,,
LUX,1999,97.3414,98.399841,96.328003
LUX,2000,97.102921,98.22612,96.029213
LUX,2001,96.740211,97.028358,96.465332
LUX,2002,96.999321,97.160851,96.845444
LUX,2003,95.878418,96.153847,95.61628
LUX,2004,96.520981,96.858856,96.199669
LUX,2005,97.757309,98.269142,97.270737
LUX,2006,98.255959,98.813019,97.726379
LUX,2007,98.360382,98.808617,97.934143
LUX,2008,97.630753,98.21418,97.076797
LUX,2009,,,
LUX,2010,95.286713,96.1688,94.455521
LUX,2011,94.613777,95.666519,93.627449
LUX,2012,95.618797,96.059196,95.206497
LUX,2013,95.204582,96.112488,94.353043
LUX,2014,95.96032,96.16906,95.763702
LUX,2015,97.649643,97.996948,97.320427
LUX,2016,98.799469,98.90329,98.700333
LUX,2017,,,
LUX,2018,,,
LVA,1990,,,
LVA,1991,,,
LVA,1992,,,
LVA,1993,,,
LVA,1994,,,
LVA,1995,,,
LVA,1996,,,
LVA,1997,,,
LVA,1998,,,
LVA,1999,95.59153,95.349899,95.823151
LVA,2000,,,
LVA,2001,,,
LVA,2002,,,
LVA,2003,,,
LVA,2004,,,
LVA,2005,,,
LVA,2006,,,
LVA,2007,,,
LVA,2008,98.604362,98.860153,98.362221
LVA,2009,97.690033,97.959297,97.433098
LVA,2010,97.964211,98.340553,97.60334
LVA,2011,97.968109,98.285789,97.663811
LVA,2012,97.181763,97.59639,96.786819
LVA,2013,96.744392,97.325684,96.191231
LVA,2014,96.458214,97.109917,95.838921
LVA,2015,96.487007,97.138283,95.869308
LVA,2016,96.792549,97.487984,96.13208
LVA,2017,97.10907,97.822121,96.428001
LVA,2018,,,
MAC,1990,90.093452,90.438133,89.771133
MAC,1991,,,
MAC,1992,85.335121,85.20491,85.459511
MAC,1993,,,
MAC,1994,,,
MAC,1995,,,
MAC,1996,,,
MAC,1997,,,
MAC,1998,,,
MAC,1999,87.412819,87.868683,86.983833
MAC,2000,86.548363,86.68515,86.420174
MAC,2001,84.228127,84.414917,84.05471
MAC,2002,84.800949,84.367523,85.207474
MAC,2003,84.844978,84.597794,85.077698
MAC,2004,85.254936,84.494987,85.969299
MAC,2005,85.399384,84.698219,86.055161
MAC,2006,85.071503,85.288239,84.870323
MAC,2007,86.137978,86.047829,86.221832
MAC,2008,86.137032,86.084953,86.18541
MAC,2009,84.844437,85.421989,84.308937
MAC,2010,84.585426,85.650261,83.599159
MAC,2011,85.954422,86.953972,85.02803
MAC,2012,87.502129,88.5243,86.55365
MAC,2013,89.760658,90.943192,88.66111
MAC,2014,94.236542,95.195389,93.343559
MAC,2015,98.051842,98.276779,97.842201
MAC,2016,98.717499,99.041512,98.415619
MAC,2017,99.030998,99.229202,98.84597
MAC,2018,,,
MAF,1990,,,
MAF,1991,,,
MAF,1992,,,
MAF,1993,,,
MAF,1994,,,
MAF,1995,,,
MAF,1996,,,
MAF,1997,,,
MAF,1998,,,
MAF,1999,,,
MAF,2000,,,
MAF,2001,,,
MAF,2002,,,
MAF,2003,,,
MAF,2004,,,
MAF,2005,,,
MAF,2006,,,
MAF,2007,,,
MAF,2008,,,
MAF,2009,,,
MAF,2010,,,
MAF,2011,,,
MAF,2012,,,
MAF,2013,,,
MAF,2014,,,
MAF,2015,,,
MAF,2016,,,
MAF,2017,,,
MAF,2018,,,
MAR,1990,55.886292,45.67979,65.696709
MAR,1991,55.53347,45.624352,65.066078
MAR,1992,56.030918,46.527328,65.176788
MAR,1993,58.1493,48.744839,67.200256
MAR,1994,60.744839,51.650848,69.494141
MAR,1995,63.522259,54.690769,72.013611
MAR,1996,65.78476,57.288021,73.947311
MAR,1997,67.317169,59.176491,75.13401
MAR,1998,66.538422,60.080841,72.720772
MAR,1999,71.467049,66.147987,76.553047
MAR,2000,76.278008,71.849678,80.508774
MAR,2001,80.224716,76.850372,83.447708
MAR,2002,84.456017,81.688591,87.100952
MAR,2003,85.810249,83.489487,88.026817
MAR,2004,85.750542,83.647293,87.756653
MAR,2005,86.87307,84.80072,88.846947
MAR,2006,88.26564,86.271461,90.163353
MAR,2007,89.620132,87.917839,91.241562
MAR,2008,90.237511,88.816116,91.591721
MAR,2009,89.812149,88.965248,90.618767
MAR,2010,92.623268,92.036377,93.181824
MAR,2011,93.493248,93.198677,93.773331
MAR,2012,92.77758,92.591843,92.954323
MAR,2013,94.11557,94.015823,94.210518
MAR,2014,93.488922,93.344856,93.626053
MAR,2015,,,
MAR,2016,94.57711,94.408699,94.737381
MAR,2017,96.856018,96.651443,97.05072
MAR,2018,,,
MCO,1990,,,
MCO,1991,,,
MCO,1992,,,
MCO,1993,,,
MCO,1994,,,
MCO,1995,,,
MCO,1996,,,
MCO,1997,,,
MCO,1998,,,
MCO,1999,,,
MCO,2000,,,
MCO,2001,,,
MCO,2002,,,
MCO,2003,,,
MCO,2004,,,
MCO,2005,,,
MCO,2006,,,
MCO,2007,,,
MCO,2008,,,
MCO,2009,,,
MCO,2010,,,
MCO,2011,,,
MCO,2012,,,
MCO,2013,,,
MCO,2014,,,
MCO,2015,,,
MCO,2016,,,
MCO,2017,,,
MCO,2018,,,
MDA,1990,,,
MDA,1991,,,
MDA,1992,,,
MDA,1993,,,
MDA,1994,,,
MDA,1995,,,
MDA,1996,,,
MDA,1997,,,
MDA,1998,,,
MDA,1999,,,
MDA,2000,92.560738,92.083092,93.018082
MDA,2001,95.586548,94.41983,96.702942
MDA,2002,95.963928,95.74131,96.176407
MDA,2003,96.638878,96.225662,97.032898
MDA,2004,96.629097,96.507568,96.744919
MDA,2005,93.372002,93.273666,93.465797
MDA,2006,90.634483,90.855209,90.42392
MDA,2007,90.011703,89.685944,90.323662
MDA,2008,90.463531,89.956596,90.947289
MDA,2009,90.033859,89.516273,90.525063
MDA,2010,90.105141,90.144943,90.06752
MDA,2011,90.577904,90.219772,90.915421
MDA,2012,90.528168,90.455559,90.59639
MDA,2013,90.57991,90.61525,90.546638
MDA,2014,90.001747,89.939392,90.060669
MDA,2015,89.949966,89.68644,90.198624
MDA,2016,90.035606,89.770027,90.286697
MDA,2017,89.714142,89.608353,89.813072
MDA,2018,,,
MDG,1990,64.25489,63.84127,64.665741
MDG,1991,,,
MDG,1992,,,
MDG,1993,,,
MDG,1994,,,
MDG,1995,54.710949,57.543892,51.888748
MDG,1996,56.919762,56.999229,56.840549
MDG,1997,,,
MDG,1998,,,
MDG,1999,64.92244,65.183006,64.662086
MDG,2000,66.391129,66.723839,66.058456
MDG,2001,67.655067,68.023132,67.286812
MDG,2002,68.417892,68.786842,68.048599
MDG,2003,78.088127,78.21286,77.963287
MDG,2004,,,
MDG,2005,,,
MDG,2006,,,
MDG,2007,,,
MDG,2008,,,
MDG,2009,,,
MDG,2010,,,
MDG,2011,,,
MDG,2012,,,
MDG,2013,,,
MDG,2014,,,
MDG,2015,,,
MDG,2016,,,
MDG,2017,,,
MDG,2018,,,
MDV,1990,,,
MDV,1991,,,
MDV,1992,,,
MDV,1993,,,
MDV,1994,,,
MDV,1995,,,
MDV,1996,,,
MDV,1997,93.58252,93.220337,93.932991
MDV,1998,,,
MDV,1999,95.878639,95.659081,96.089119
MDV,2000,97.154961,97.56456,96.767632
MDV,2001,98.243011,98.733849,97.779121
MDV,2002,98.339348,98.630447,98.064301
MDV,2003,,,
MDV,2004,99.497192,,
MDV,2005,98.155052,97.907631,98.389732
MDV,2006,97.815819,97.597198,98.022827
MDV,2007,97.333,97.601578,97.077927
MDV,2008,95.668457,95.371872,95.95179
MDV,2009,96.241966,95.184479,97.256981
MDV,2010,,,
MDV,2011,,,
MDV,2012,,,
MDV,2013,,,
MDV,2014,,,
MDV,2015,96.488663,96.326309,96.644928
MDV,2016,98.25383,98.924171,97.612549
MDV,2017,99.509949,99.504051,99.515579
MDV,2018,,,
MEX,1990,96.983063,,
MEX,1991,96.717201,,
MEX,1992,97.109573,,
MEX,1993,96.991043,,
