countrycode,cty_or_agg,year,indicator,value,value_metadata,countryname,regionname
CAN,cty,2016,SE.LPV.POP.0516,4866183.5,Population Age 0516 for Reference Year 2019; ,Canada,North America
CAN,cty,2016,SE.LPV.POP.0516.FE,2384290.5,Population Age 0516 for Reference Year 2019; Female,Canada,North America
CAN,cty,2016,SE.LPV.POP.0516.MA,2481893,Population Age 0516 for Reference Year 2019; Male,Canada,North America
CAN,cty,2016,SE.LPV.POP.10,416609.5,Population Age 10 for Reference Year 2019; ,Canada,North America
CAN,cty,2016,SE.LPV.POP.10.FE,204325.5,Population Age 10 for Reference Year 2019; Female,Canada,North America
CAN,cty,2016,SE.LPV.POP.10.MA,212284,Population Age 10 for Reference Year 2019; Male,Canada,North America
CAN,cty,2016,SE.LPV.POP.1014,2034813,Population Age 1014 for Reference Year 2019; ,Canada,North America
CAN,cty,2016,SE.LPV.POP.1014.FE,998717,Population Age 1014 for Reference Year 2019; Female,Canada,North America
CAN,cty,2016,SE.LPV.POP.1014.MA,1036096,Population Age 1014 for Reference Year 2019; Male,Canada,North America
CAN,cty,2016,SE.LPV.POP.9PLUS,1651522.5,Population Age 9plus for Reference Year 2019; ,Canada,North America
CAN,cty,2016,SE.LPV.POP.9PLUS.FE,810303,Population Age 9plus for Reference Year 2019; Female,Canada,North America
CAN,cty,2016,SE.LPV.POP.9PLUS.MA,841219.5,Population Age 9plus for Reference Year 2019; Male,Canada,North America
CAN,cty,2016,SE.LPV.POP.PRIM,2873695.5,Population Age primary for Reference Year 2019; ,Canada,North America
CAN,cty,2016,SE.LPV.POP.PRIM.FE,1407910,Population Age primary for Reference Year 2019; Female,Canada,North America
CAN,cty,2016,SE.LPV.POP.PRIM.MA,1465785.5,Population Age primary for Reference Year 2019; Male,Canada,North America
CAN,cty,2016,SE.LPV.PRIM,4.301857471466064,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.FE,3.781899452209473,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LD,4.259608745574951,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LD.FE,3.739421129226685,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LD.MA,4.766652584075928,LD = PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LDGAP,.1022722125053406,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LDGAP.FE,.1022527068853378,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LDGAP.MA,.1023866236209869,LDGAP: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LDSEV,.018333051353693,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LDSEV.FE,.0175324957817793,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LDSEV.MA,.0189929157495499,LDSEV: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LPGAP,.1464006304740906,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LPGAP.FE,.1463811248540878,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LPGAP.MA,.1465150415897369,LPGAP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LPSEV,1.833324608542025,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; ,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LPSEV.FE,1.753269051350653,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Female,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.LPSEV.MA,1.899311048127711,LPSEV = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.MA,4.808677673339844,LP = SD: ANER; LD: PIRLS 2016 for grade 4 using MPL Low (400 points) for reading; Male,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.SD,.04412841796875,SD = ANER; ,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.SD.FE,.04412841796875,SD = ANER; Female,Canada,North America
CAN,cty,2016,SE.LPV.PRIM.SD.MA,.04412841796875,SD = ANER; Male,Canada,North America
CHL,cty,2011,SE.LPV.POP.0516,2900413.5,Population Age 0516 for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.0516.FE,1421468,Population Age 0516 for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.0516.MA,1478945.5,Population Age 0516 for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.10,244817.5,Population Age 10 for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.10.FE,120005,Population Age 10 for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.10.MA,124812.5,Population Age 10 for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.1014,1187947,Population Age 1014 for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.1014.FE,581670,Population Age 1014 for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.1014.MA,606277,Population Age 1014 for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.9PLUS,968091.5,Population Age 9plus for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.9PLUS.FE,474402,Population Age 9plus for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.9PLUS.MA,493689.5,Population Age 9plus for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.PRIM,1705169,Population Age primary for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.PRIM.FE,835789.5,Population Age primary for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.POP.PRIM.MA,869379.5,Population Age primary for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM,19.91412734985352,LP = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.FE,20.83948707580566,LP = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LD,15.49973678588867,LD = TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LD.FE,16.49084663391113,LD = TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LD.MA,14.47183609008789,LD = TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LDGAP,.1109643876552582,LDGAP: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LDGAP.FE,.1082226485013962,LDGAP: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LDGAP.MA,.1142682135105133,LDGAP: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LDSEV,.0203101094812155,LDSEV: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LDSEV.FE,.0196868591010571,LDSEV: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LDSEV.MA,.0210521295666695,LDSEV: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LPGAP,5.335077852010727,LPGAP = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LPGAP.FE,5.315604850649834,LPGAP = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LPGAP.MA,5.354517847299576,LPGAP = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LPSEV,2.303924563006149,LPSEV = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LPSEV.FE,2.239854204098228,LPSEV = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.LPSEV.MA,2.37981511891121,LPSEV = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.MA,18.95372581481934,LP = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.SD,5.224113464355469,SD = ANER; ,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.SD.FE,5.207382202148438,SD = ANER; Female,Chile,Latin America and Caribbean
CHL,cty,2011,SE.LPV.PRIM.SD.MA,5.240249633789063,SD = ANER; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.0516,2900413.5,Population Age 0516 for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.0516.FE,1421468,Population Age 0516 for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.0516.MA,1478945.5,Population Age 0516 for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.10,244817.5,Population Age 10 for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.10.FE,120005,Population Age 10 for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.10.MA,124812.5,Population Age 10 for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.1014,1187947,Population Age 1014 for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.1014.FE,581670,Population Age 1014 for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.1014.MA,606277,Population Age 1014 for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.9PLUS,968091.5,Population Age 9plus for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.9PLUS.FE,474402,Population Age 9plus for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.9PLUS.MA,493689.5,Population Age 9plus for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.PRIM,1705169,Population Age primary for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.PRIM.FE,835789.5,Population Age primary for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.POP.PRIM.MA,869379.5,Population Age primary for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM,19.37859344482422,LP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.FE,18.53032302856445,LP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LD,14.93468475341797,LD = TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LD.FE,14.05482864379883,LD = TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LD.MA,15.77484321594238,LD = TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LDGAP,.0989594087004662,LDGAP: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LDGAP.FE,.0959775969386101,LDGAP: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LDGAP.MA,.1016235277056694,LDGAP: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LDSEV,.016044907271862,LDSEV: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LDSEV.FE,.0152663914486766,LDSEV: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LDSEV.MA,.0167461764067411,LDSEV: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LPGAP,5.323072873055935,LPGAP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LPGAP.FE,5.303359799087048,LPGAP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LPGAP.MA,5.341873161494732,LPGAP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LPSEV,1.877404342070804,LPSEV = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LPSEV.FE,1.797807438860182,LPSEV = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.LPSEV.MA,1.949219802918378,LPSEV = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.MA,20.18845176696777,LP = SD: ANER; LD: TIMSS 2015 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.SD,5.224113464355469,SD = ANER; ,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.SD.FE,5.207382202148438,SD = ANER; Female,Chile,Latin America and Caribbean
CHL,cty,2015,SE.LPV.PRIM.SD.MA,5.240249633789063,SD = ANER; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.0516,2900413.5,Population Age 0516 for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.0516.FE,1421468,Population Age 0516 for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.0516.MA,1478945.5,Population Age 0516 for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.10,244817.5,Population Age 10 for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.10.FE,120005,Population Age 10 for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.10.MA,124812.5,Population Age 10 for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.1014,1187947,Population Age 1014 for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.1014.FE,581670,Population Age 1014 for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.1014.MA,606277,Population Age 1014 for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.9PLUS,968091.5,Population Age 9plus for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.9PLUS.FE,474402,Population Age 9plus for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.9PLUS.MA,493689.5,Population Age 9plus for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.PRIM,1705169,Population Age primary for Reference Year 2019; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.PRIM.FE,835789.5,Population Age primary for Reference Year 2019; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.POP.PRIM.MA,869379.5,Population Age primary for Reference Year 2019; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM,27.1904296875,LP = SD: ANER; LD: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.FE,26.71133804321289,LP = SD: ANER; LD: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LD,23.17711448669434,LD = TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LD.FE,22.68526458740234,LD = TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LD.MA,23.63165855407715,LD = TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LDGAP,.1365249902009964,LDGAP: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LDGAP.FE,.1251260787248611,LDGAP: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LDGAP.MA,.1466506123542786,LDGAP: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LDSEV,.0304802674800158,LDSEV: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LDSEV.FE,.0258439760655165,LDSEV: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LDSEV.MA,.0346100181341171,LDSEV: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LPGAP,5.360638454556465,LPGAP = SD: ANER; LD: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LPGAP.FE,5.332508280873299,LPGAP = SD: ANER; LD: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LPGAP.MA,5.386900246143341,LPGAP = SD: ANER; LD: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LPSEV,3.320940362886176,LPSEV = SD: ANER; LD: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LPSEV.FE,2.85556590054417,LPSEV = SD: ANER; LD: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.LPSEV.MA,3.735603975655977,LPSEV = SD: ANER; LD: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.MA,27.6335506439209,LP = SD: ANER; LD: TIMSS 2019 for grade 4 using MPL Low (400 points) for scie; Male,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.SD,5.224113464355469,SD = ANER; ,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.SD.FE,5.207382202148438,SD = ANER; Female,Chile,Latin America and Caribbean
CHL,cty,2019,SE.LPV.PRIM.SD.MA,5.240249633789063,SD = ANER; Male,Chile,Latin America and Caribbean
CHN,cty,2016,SE.LPV.POP.0516,205558533,Population Age 0516 for Reference Year 2019; ,China,East Asia and Pacific
CHN,cty,2016,SE.LPV.POP.10,17576118,Population Age 10 for Reference Year 2019; ,China,East Asia and Pacific
CHN,cty,2016,SE.LPV.POP.1014,82987272,Population Age 1014 for Reference Year 2019; ,China,East Asia and Pacific
CHN,cty,2016,SE.LPV.POP.9PLUS,69097731,Population Age 9plus for Reference Year 2019; ,China,East Asia and Pacific
CHN,cty,2016,SE.LPV.POP.PRIM,123436027,Population Age primary for Reference Year 2019; ,China,East Asia and Pacific
CHN,cty,2016,SE.LPV.PRIM,18.20000076293945,LP = SD: Country Team Validation; LD: NLA 2016 for grade 4 using MPL Moderate for reading; ,China,East Asia and Pacific
